Districts,Year,Flood_Frequency,Mean_Duration,Mean_Severity,AFSI,Dist_Name_x,Human_fatality,Human_injured,Population,Mean_Flood_Duration,Dist_Name_y,Percent_Flooded_Area,Parmanent_Water,Corrected_Percent_Flooded_Area,Population_Exposure_Ratio,Flood_Risk_Index,Area_Exposure,Severity_Score
Nadia,1995,1,1,,,Nadia,230,3,5440236,24,Nadia,10.67147424,0.744726558,9.926747682,4.23E-05,1.000042278,540038.501,
Nadia,2005,1,1,,,Nadia,230,3,5440236,24,Nadia,10.67147424,0.744726558,9.926747682,4.23E-05,1.000042278,540038.501,
Nagaon,2002,1,1,,,Nagaon,144,5,2348489,8,Nagaon,13.62634202,0.20685283,13.41948919,6.13E-05,1.000061316,315155.2275,
Nagaon,2022,7,1.857142857,,,Nagaon,144,5,2348489,8,Nagaon,13.62634202,0.20685283,13.41948919,6.13E-05,13.00079711,315155.2275,
Nagaon,2023,2,1,,,Nagaon,144,5,2348489,8,Nagaon,13.62634202,0.20685283,13.41948919,6.13E-05,2.000122632,315155.2275,
"Nagapattinam,Thanjavur",1995,1,7,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,7.000401627,18263.97663,
Nagaur,2023,1,1,,,Nagaur,30,0,3826407,24,Nagaur,0.318324761,0.004782392,0.313542369,7.84E-06,1.00000784,11997.40716,
Nagpur,1978,1,7,,,Nagpur,689,78,5242373,3,Nagpur,1.535057736,1.136796464,0.398261272,0.000131429,7.000920003,20878.34139,
Nagpur,1979,2,4,,,Nagpur,689,78,5242373,3,Nagpur,1.535057736,1.136796464,0.398261272,0.000131429,8.001051432,20878.34139,
Nagpur,1981,1,2,,,Nagpur,689,78,5242373,3,Nagpur,1.535057736,1.136796464,0.398261272,0.000131429,2.000262858,20878.34139,
Nagpur,1984,1,1,,,Nagpur,689,78,5242373,3,Nagpur,1.535057736,1.136796464,0.398261272,0.000131429,1.000131429,20878.34139,
Nagpur,1985,1,1,,,Nagpur,689,78,5242373,3,Nagpur,1.535057736,1.136796464,0.398261272,0.000131429,1.000131429,20878.34139,
Nagpur,1988,1,2,,,Nagpur,689,78,5242373,3,Nagpur,1.535057736,1.136796464,0.398261272,0.000131429,2.000262858,20878.34139,
Nagpur,1989,1,1,,,Nagpur,689,78,5242373,3,Nagpur,1.535057736,1.136796464,0.398261272,0.000131429,1.000131429,20878.34139,
Nagpur,1991,1,1,,,Nagpur,689,78,5242373,3,Nagpur,1.535057736,1.136796464,0.398261272,0.000131429,1.000131429,20878.34139,
Nagpur,1993,1,1,,,Nagpur,689,78,5242373,3,Nagpur,1.535057736,1.136796464,0.398261272,0.000131429,1.000131429,20878.34139,
Nagpur,1994,1,1,,,Nagpur,689,78,5242373,3,Nagpur,1.535057736,1.136796464,0.398261272,0.000131429,1.000131429,20878.34139,
Nagpur,1997,1,1,,,Nagpur,689,78,5242373,3,Nagpur,1.535057736,1.136796464,0.398261272,0.000131429,1.000131429,20878.34139,
Nagpur,1999,1,1,,,Nagpur,689,78,5242373,3,Nagpur,1.535057736,1.136796464,0.398261272,0.000131429,1.000131429,20878.34139,
Nagpur,2000,1,1,,,Nagpur,689,78,5242373,3,Nagpur,1.535057736,1.136796464,0.398261272,0.000131429,1.000131429,20878.34139,
Nagpur,2001,2,1.5,,,Nagpur,689,78,5242373,3,Nagpur,1.535057736,1.136796464,0.398261272,0.000131429,3.000394287,20878.34139,
Nagpur,2018,2,1,,,Nagpur,689,78,5242373,3,Nagpur,1.535057736,1.136796464,0.398261272,0.000131429,2.000262858,20878.34139,
Nagpur,2020,2,2,,,Nagpur,689,78,5242373,3,Nagpur,1.535057736,1.136796464,0.398261272,0.000131429,4.000525716,20878.34139,
Nagpur,2021,4,3,,,Nagpur,689,78,5242373,3,Nagpur,1.535057736,1.136796464,0.398261272,0.000131429,12.00157715,20878.34139,
Nagpur,2022,7,1.857142857,,,Nagpur,689,78,5242373,3,Nagpur,1.535057736,1.136796464,0.398261272,0.000131429,13.00170858,20878.34139,
Nagpur,2023,1,1,,,Nagpur,689,78,5242373,3,Nagpur,1.535057736,1.136796464,0.398261272,0.000131429,1.000131429,20878.34139,
"Nagpur, Washim",2020,1,2,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,2.00011475,18263.97663,
"Nagpur, Washim",2021,1,3,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,3.000172126,18263.97663,
"Nagpur, Yavatmal",2018,1,1,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,1.000057375,18263.97663,
"Nagpur,Wardha",1979,1,2,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,2.00011475,18263.97663,
"Nagpur,Yavatmal",1993,1,1,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,1.000057375,18263.97663,
"Nagpur,Yavatmal",1994,1,1,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,1.000057375,18263.97663,
"Nalanda, Samastipur, Bhojpur, Patna",1978,1,7,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,7.000401627,18263.97663,
Nalbari,1992,1,1,,,Nalbari,130,1,978546,10,Nalbari,8.823179287,2.234621552,6.588557735,0.00013285,1.00013285,64472.06817,
Nalbari,1996,1,1,,,Nalbari,130,1,978546,10,Nalbari,8.823179287,2.234621552,6.588557735,0.00013285,1.00013285,64472.06817,
Nalbari,2023,1,1,,,Nalbari,130,1,978546,10,Nalbari,8.823179287,2.234621552,6.588557735,0.00013285,1.00013285,64472.06817,
Nalgonda,2022,1,1,,,Nalgonda,67,2,1795837,8,Nalgonda,1.110181564,1.121014225,0.010832661,3.73E-05,1.000037309,194.5369343,
Namchi,2012,1,1,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,1.000057375,18263.97663,
Namchi,2020,1,1,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,1.000057375,18263.97663,
Nan,1967,2,18.5,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,37.00212288,18263.97663,
Nan,1968,2,3,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,6.000344251,18263.97663,
Nan,1969,3,32,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,96.00550802,18263.97663,
Nan,1970,3,10.33333333,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,31.00177863,18263.97663,
Nan,1971,1,7,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,7.000401627,18263.97663,
Nan,1972,4,12.25,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,49.00281139,18263.97663,
Nan,1973,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Nan,1976,2,4,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,8.000459002,18263.97663,
Nan,1979,2,2,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,4.000229501,18263.97663,
Nan,1988,1,1,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,1.000057375,18263.97663,
Nan,1991,1,1,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,1.000057375,18263.97663,
Nan,2005,2,1,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,2.00011475,18263.97663,
Nan,2007,1,9,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,9.000516377,18263.97663,
Nan,2008,1,1,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,1.000057375,18263.97663,
Nan,2014,1,1,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,1.000057375,18263.97663,
Nan,2015,1,1,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,1.000057375,18263.97663,
Nan,2022,1,1,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,1.000057375,18263.97663,
Nan,2023,2,4.5,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,9.000516377,18263.97663,
Nanded,1982,1,1,,,Nanded,262,34,3861544,4,Nanded,1.586913636,0.436541633,1.150372003,6.78E-05,1.000067849,44422.12106,
Nanded,1983,1,3,,,Nanded,262,34,3861544,4,Nanded,1.586913636,0.436541633,1.150372003,6.78E-05,3.000203546,44422.12106,
Nanded,2019,1,1,,,Nanded,262,34,3861544,4,Nanded,1.586913636,0.436541633,1.150372003,6.78E-05,1.000067849,44422.12106,
Nanded,2021,2,1,,,Nanded,262,34,3861544,4,Nanded,1.586913636,0.436541633,1.150372003,6.78E-05,2.000135697,44422.12106,
Nanded,2022,1,1,,,Nanded,262,34,3861544,4,Nanded,1.586913636,0.436541633,1.150372003,6.78E-05,1.000067849,44422.12106,
"Nanded, Ratnagiri,Thane",2006,1,1,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,1.000057375,18263.97663,
"Nanded,Parbhani",1975,1,7,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,7.000401627,18263.97663,
Nandurbar,2002,1,4,,,Nandurbar,43,6,2039682,4,Nandurbar,1.936180535,1.1061674,0.830013135,2.11E-05,4.000084327,16929.62851,
Nandurbar,2022,1,2,,,Nandurbar,43,6,2039682,4,Nandurbar,1.936180535,1.1061674,0.830013135,2.11E-05,2.000042163,16929.62851,
Narayanpet,2019,1,1,,,Narayanpet,11,0,669576,5,Narayanpet,1.584991037,0.815999907,0.76899113,1.64E-05,1.000016428,5148.980049,
Narayanpet,2022,2,3,,,Narayanpet,11,0,669576,5,Narayanpet,1.584991037,0.815999907,0.76899113,1.64E-05,6.00009857,5148.980049,
Narmada,2022,1,1,,,Narmada,47,0,694589,11,Narmada,5.679248253,2.564251605,3.114996648,6.77E-05,1.000067666,21636.42407,
"Narmadapuram, Sagar,Vidisha",1999,1,7,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,7.000401627,18263.97663,
Nashik,1984,1,1,,,Nashik,158,70,7301954,3,Nashik,0.73876734,0.729292944,0.009474396,2.16E-05,1.000021638,691.8160377,
Nashik,1987,1,1,,,Nashik,158,70,7301954,3,Nashik,0.73876734,0.729292944,0.009474396,2.16E-05,1.000021638,691.8160377,
Nashik,1994,1,4,,,Nashik,158,70,7301954,3,Nashik,0.73876734,0.729292944,0.009474396,2.16E-05,4.000086552,691.8160377,
Nashik,1995,1,1,,,Nashik,158,70,7301954,3,Nashik,0.73876734,0.729292944,0.009474396,2.16E-05,1.000021638,691.8160377,
Nashik,1997,3,1,,,Nashik,158,70,7301954,3,Nashik,0.73876734,0.729292944,0.009474396,2.16E-05,3.000064914,691.8160377,
Nashik,1998,2,1,,,Nashik,158,70,7301954,3,Nashik,0.73876734,0.729292944,0.009474396,2.16E-05,2.000043276,691.8160377,
Nashik,2000,2,1.5,,,Nashik,158,70,7301954,3,Nashik,0.73876734,0.729292944,0.009474396,2.16E-05,3.000064914,691.8160377,
Nashik,2002,1,1,,,Nashik,158,70,7301954,3,Nashik,0.73876734,0.729292944,0.009474396,2.16E-05,1.000021638,691.8160377,
Nashik,2007,1,1,,,Nashik,158,70,7301954,3,Nashik,0.73876734,0.729292944,0.009474396,2.16E-05,1.000021638,691.8160377,
Nashik,2008,1,1,,,Nashik,158,70,7301954,3,Nashik,0.73876734,0.729292944,0.009474396,2.16E-05,1.000021638,691.8160377,
Nashik,2016,1,1,,,Nashik,158,70,7301954,3,Nashik,0.73876734,0.729292944,0.009474396,2.16E-05,1.000021638,691.8160377,
Nashik,2021,2,1.5,,,Nashik,158,70,7301954,3,Nashik,0.73876734,0.729292944,0.009474396,2.16E-05,3.000064914,691.8160377,
Nashik,2022,6,2,,,Nashik,158,70,7301954,3,Nashik,0.73876734,0.729292944,0.009474396,2.16E-05,12.00025966,691.8160377,
Nashik,2023,1,1,,,Nashik,158,70,7301954,3,Nashik,0.73876734,0.729292944,0.009474396,2.16E-05,1.000021638,691.8160377,
"Nashik, Pune",2018,1,2,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,2.00011475,18263.97663,
"Nashik, Thane",1994,1,1,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,1.000057375,18263.97663,
"Nashik, Thane",2019,1,1,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,1.000057375,18263.97663,
"Nashik,Pune",2005,1,2,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,2.00011475,18263.97663,
Navsari,2022,2,1.5,,,Navsari,79,6,1457183,21,Navsari,2.899986996,0.636447966,2.26353903,5.42E-05,3.000162643,32983.90594,
"Neemuch,Raisen",2011,1,1,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,1.000057375,18263.97663,
New Delhi,1993,1,1,,,New Delhi,21,20,1064852,3,New Delhi,0.014199219,0,0.014199219,1.97E-05,1.000019721,151.2006675,
New New Delhi,1978,1,7,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,7.000401627,18263.97663,
New New Delhi,1980,2,11,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,22.00126226,18263.97663,
New New Delhi,2003,2,2,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,4.000229501,18263.97663,
New New Delhi,2011,1,1,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,1.000057375,18263.97663,
Nizamabad,1983,1,4,,,Nizamabad,95,1,1716963,8,Nizamabad,1.414979667,1.37012829,0.044851377,5.53E-05,4.000221321,770.0815481,
Nizamabad,2022,6,6.333333333,,,Nizamabad,95,1,1716963,8,Nizamabad,1.414979667,1.37012829,0.044851377,5.53E-05,38.00210255,770.0815481,
North,1978,1,7,,,North,19,9,2128488,3,North,1.725427554,0,1.725427554,8.93E-06,7.000062486,36725.51844,
North,2023,1,1,,,North,19,9,2128488,3,North,1.725427554,0,1.725427554,8.93E-06,1.000008927,36725.51844,
North 24 Parganas,1997,2,1,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,2.00011475,18263.97663,
North And Middle Andaman,2012,1,1,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,1.000057375,18263.97663,
North Bengal,1976,1,7,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,7.000401627,18263.97663,
North Bengal,2000,1,7,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,7.000401627,18263.97663,
"North Bengal, Jalpaiguri,Cooch Behar",1975,1,15,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,15.00086063,18263.97663,
North East,2023,1,1,,,North East,2,7,1444919,3,North East,1.464774777,0,1.464774777,1.38E-06,1.000001384,21164.80906,
North Garo Hills,2023,1,10,,,North Garo Hills,13,0,191024,5,North Garo Hills,1.505747627,0,1.505747627,6.81E-05,10.00068054,2876.339347,
North Goa,1984,2,2,,,North Goa,7,4,718288,4,North Goa,4.159637042,2.577757251,1.581879791,9.75E-06,4.000038982,11362.45271,
North Goa,2000,1,3,,,North Goa,7,4,718288,4,North Goa,4.159637042,2.577757251,1.581879791,9.75E-06,3.000029236,11362.45271,
North Goa,2019,1,1,,,North Goa,7,4,718288,4,North Goa,4.159637042,2.577757251,1.581879791,9.75E-06,1.000009745,11362.45271,
North Goa,2022,4,8.75,,,North Goa,7,4,718288,4,North Goa,4.159637042,2.577757251,1.581879791,9.75E-06,35.00034109,11362.45271,
"North Goa, South Goa",1980,1,7,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,7.000401627,18263.97663,
"North Goa, South Goa",1999,1,5,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,5.000286876,18263.97663,
"North Goa, South Goa",2004,1,1,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,1.000057375,18263.97663,
North Tripura,1983,1,1,,,North Tripura,96,1,417050,4,North Tripura,1.542869002,0,1.542869002,0.000230188,1.000230188,6434.535173,
North Tripura,2012,1,1,,,North Tripura,96,1,417050,4,North Tripura,1.542869002,0,1.542869002,0.000230188,1.000230188,6434.535173,
"North Tripura, Dhalai, Sepahijala, Gomati, Khowai, West Tripura, South Tripura, Unakoti",1983,2,8.5,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,17.00097538,18263.97663,
"North Tripura, Dhalai, Sepahijala, Gomati, Khowai, West Tripura, South Tripura, Unakoti",1985,1,7,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,7.000401627,18263.97663,
"North Tripura, Dhalai, Sepahijala, Gomati, Khowai, West Tripura, South Tripura, Unakoti",1988,1,21,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,21.00120488,18263.97663,
"North Tripura, Dhalai, Sepahijala, Gomati, Khowai, West Tripura, South Tripura, Unakoti",1990,1,1,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,1.000057375,18263.97663,
"North Tripura, Dhalai, Sepahijala, Gomati, Khowai, West Tripura, South Tripura, Unakoti",1991,1,2,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,2.00011475,18263.97663,
"North Tripura, Dhalai, Sepahijala, Gomati, Khowai, West Tripura, South Tripura, Unakoti",1995,2,1,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,2.00011475,18263.97663,
"North Tripura,West Tripura",1993,2,5.5,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,11.00063113,18263.97663,
"North, North East, West, East, South West, Central, New New Delhi, South, Shahdara, South East, North West",1984,1,1,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,1.000057375,18263.97663,
"North, North East, West, East, South West, Central, New New Delhi, South, Shahdara, South East, North West",1985,1,1,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,1.000057375,18263.97663,
"North, North East, West, East, South West, Central, New New Delhi, South, Shahdara, South East, North West",1995,3,1.333333333,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,4.000229501,18263.97663,
Northern Parts,2001,1,1,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,1.000057375,18263.97663,
Northern Parts,2004,1,7,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,7.000401627,18263.97663,
Palakkad,1983,1,1,,,Palakkad,104,38,3024581,6,Palakkad,2.435607291,0.550109826,1.885497465,3.44E-05,1.000034385,57028.39808,
Palakkad,1993,1,1,,,Palakkad,104,38,3024581,6,Palakkad,2.435607291,0.550109826,1.885497465,3.44E-05,1.000034385,57028.39808,
Palakkad,2021,1,1,,,Palakkad,104,38,3024581,6,Palakkad,2.435607291,0.550109826,1.885497465,3.44E-05,1.000034385,57028.39808,
"Palakkad,Pathanamthitta",1998,1,2,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,2.00011475,18263.97663,
"Palakkad,Wayanad",2008,1,3,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,3.000172126,18263.97663,
"Palamu,Ranchi",2008,1,4,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,4.000229501,18263.97663,
Palghar,2019,2,1,,,Palghar,78,4,3787472,3,Palghar,2.015211138,1.112239022,0.902972116,2.06E-05,2.000041188,34199.81606,
Palghar,2022,3,1.333333333,,,Palghar,78,4,3787472,3,Palghar,2.015211138,1.112239022,0.902972116,2.06E-05,4.000082377,34199.81606,
Pali,2017,1,1,,,Pali,136,8,2254626,18,Pali,0.420034216,0.028374093,0.391660123,6.03E-05,1.00006032,8830.470965,
Panch Mahals,2022,1,1,,,Panch Mahals,86,2,1953336,22,Panch Mahals,0.963141904,0.574815885,0.388326019,4.40E-05,1.000044027,7585.311926,
Panchkula,2004,1,1,,,Panchkula,18,6,597239,4,Panchkula,0.322349702,0.040273471,0.282076231,3.01E-05,1.000030139,1684.669261,
Panchkula,2006,1,2,,,Panchkula,18,6,597239,4,Panchkula,0.322349702,0.040273471,0.282076231,3.01E-05,2.000060277,1684.669261,
Panchkula,2023,1,4,,,Panchkula,18,6,597239,4,Panchkula,0.322349702,0.040273471,0.282076231,3.01E-05,4.000120555,1684.669261,
Panipat,1995,1,1,,,Panipat,19,0,1456085,6,Panipat,1.825319296,0,1.825319296,1.30E-05,1.000013049,26578.20047,
Panipat,2023,1,4,,,Panipat,19,0,1456085,6,Panipat,1.825319296,0,1.825319296,1.30E-05,4.000052195,26578.20047,
Papum Pare,2017,1,1,,,Papum Pare,73,9,245559,4,Papum Pare,0.846868747,0.021507801,0.825360946,0.000297281,1.000297281,2026.748085,
Papum Pare,2022,1,8,,,Papum Pare,73,9,245559,4,Papum Pare,0.846868747,0.021507801,0.825360946,0.000297281,8.002378247,2026.748085,
Parbhani,2000,1,1,,,Parbhani,230,15,2068053,4,Parbhani,3.612234955,0.631474073,2.980760882,0.000111216,1.000111216,61643.71484,
Parbhani,2021,1,1,,,Parbhani,230,15,2068053,4,Parbhani,3.612234955,0.631474073,2.980760882,0.000111216,1.000111216,61643.71484,
Parbhani,2022,1,1,,,Parbhani,230,15,2068053,4,Parbhani,3.612234955,0.631474073,2.980760882,0.000111216,1.000111216,61643.71484,
"Paschim Purba Bardhaman, Purba Purba Bardhaman, Hooghly",1989,1,1,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,1.000057375,18263.97663,
Paschim Purba Medinipur,1995,1,1,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,1.000057375,18263.97663,
"Paschim Purba Medinipur,Purba Purba Medinipur, Bankura",1978,1,7,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,7.000401627,18263.97663,
"Pashchim Champaran, Purbi Champaran, Sitamarhi, Sheohar, Gopalganj, Samastipur, Katihar, Khagaria, Bhojpur, Buxar, Darbhanga, Saharsa, Kaimur (Bhabua), Rohtas, Jamui, Banka, Nawada, Gaya, Munger, Vaishali, Begusarai, Bhagalpur, Lakhisarai, Sheikhpura, Arwal, Jehanabad, Nalanda, Patna, Saran, Siwan, Muzaffarpur, Madhepura, Araria, Supaul, Madhubani, Purnia, Kishanganj, Aurangabad",1976,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
"Pashchim Champaran, Purbi Champaran, Sitamarhi, Sheohar, Gopalganj, Samastipur, Katihar, Khagaria, Bhojpur, Buxar, Darbhanga, Saharsa, Kaimur (Bhabua), Rohtas, Jamui, Banka, Nawada, Gaya, Munger, Vaishali, Begusarai, Bhagalpur, Lakhisarai, Sheikhpura, Arwal, Jehanabad, Nalanda, Patna, Saran, Siwan, Muzaffarpur, Madhepura, Araria, Supaul, Madhubani, Purnia, Kishanganj, Aurangabad",1996,1,31,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,31.00177863,18263.97663,
"Pashchim Champaran, Purbi Champaran, Sitamarhi, Sheohar, Gopalganj, Samastipur, Katihar, Khagaria, Bhojpur, Buxar, Darbhanga, Saharsa, Kaimur (Bhabua), Rohtas, Jamui, Banka, Nawada, Gaya, Munger, Vaishali, Begusarai, Bhagalpur, Lakhisarai, Sheikhpura, Arwal, Jehanabad, Nalanda, Patna, Saran, Siwan, Muzaffarpur, Madhepura, Araria, Supaul, Madhubani, Purnia, Kishanganj, Aurangabad",1997,1,21,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,21.00120488,18263.97663,
"Pashchim Champaran, Purbi Champaran, Sitamarhi, Sheohar, Gopalganj, Samastipur, Katihar, Khagaria, Bhojpur, Buxar, Darbhanga, Saharsa, Kaimur (Bhabua), Rohtas, Jamui, Banka, Nawada, Gaya, Munger, Vaishali, Begusarai, Bhagalpur, Lakhisarai, Sheikhpura, Arwal, Jehanabad, Nalanda, Patna, Saran, Siwan, Muzaffarpur, Madhepura, Araria, Supaul, Madhubani, Purnia, Kishanganj, Aurangabad",1998,1,12,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,12.0006885,18263.97663,
"Pashchim Champaran, Purbi Champaran, Sitamarhi, Sheohar, Gopalganj, Samastipur, Katihar, Khagaria, Bhojpur, Buxar, Darbhanga, Saharsa, Kaimur (Bhabua), Rohtas, Jamui, Banka, Nawada, Gaya, Munger, Vaishali, Begusarai, Bhagalpur, Lakhisarai, Sheikhpura, Arwal, Jehanabad, Nalanda, Patna, Saran, Siwan, Muzaffarpur, Madhepura, Araria, Supaul, Madhubani, Purnia, Kishanganj, Aurangabad",1999,1,38,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,38.00218026,18263.97663,
"Pashchim Champaran, Purbi Champaran, Sitamarhi, Sheohar, Gopalganj, Samastipur, Katihar, Khagaria, Bhojpur, Buxar, Darbhanga, Saharsa, Kaimur (Bhabua), Rohtas, Jamui, Banka, Nawada, Gaya, Munger, Vaishali, Begusarai, Bhagalpur, Lakhisarai, Sheikhpura, Arwal, Jehanabad, Nalanda, Patna, Saran, Siwan, Muzaffarpur, Madhepura, Araria, Supaul, Madhubani, Purnia, Kishanganj, Aurangabad",2000,1,21,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,21.00120488,18263.97663,
"Pashchim Champaran, Purbi Champaran, Sitamarhi, Sheohar, Gopalganj, Samastipur, Katihar, Khagaria, Bhojpur, Buxar, Darbhanga, Saharsa, Kaimur (Bhabua), Rohtas, Jamui, Banka, Nawada, Gaya, Munger, Vaishali, Begusarai, Bhagalpur, Lakhisarai, Sheikhpura, Arwal, Jehanabad, Nalanda, Patna, Saran, Siwan, Muzaffarpur, Madhepura, Araria, Supaul, Madhubani, Purnia, Kishanganj, Aurangabad",2003,2,8.5,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,17.00097538,18263.97663,
"Pashchim Champaran, Purbi Champaran, Sitamarhi, Sheohar, Gopalganj, Samastipur, Katihar, Khagaria, Bhojpur, Buxar, Darbhanga, Saharsa, Kaimur (Bhabua), Rohtas, Jamui, Banka, Nawada, Gaya, Munger, Vaishali, Begusarai, Bhagalpur, Lakhisarai, Sheikhpura, Arwal, Jehanabad, Nalanda, Patna, Saran, Siwan, Muzaffarpur, Madhepura, Araria, Supaul, Madhubani, Purnia, Kishanganj, Aurangabad",2004,1,31,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,31.00177863,18263.97663,
"Pashchim Champaran, Purbi Champaran, Sitamarhi, Sheohar, Gopalganj, Samastipur, Katihar, Khagaria, Bhojpur, Buxar, Darbhanga, Saharsa, Kaimur (Bhabua), Rohtas, Jamui, Banka, Nawada, Gaya, Munger, Vaishali, Begusarai, Bhagalpur, Lakhisarai, Sheikhpura, Arwal, Jehanabad, Nalanda, Patna, Saran, Siwan, Muzaffarpur, Madhepura, Araria, Supaul, Madhubani, Purnia, Kishanganj, Aurangabad",2007,1,1,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,1.000057375,18263.97663,
