Districts,Year,Flood_Frequency,Mean_Duration,Mean_Severity,AFSI,Dist_Name_x,Human_fatality,Human_injured,Population,Mean_Flood_Duration,Dist_Name_y,Percent_Flooded_Area,Parmanent_Water,Corrected_Percent_Flooded_Area,Population_Exposure_Ratio,Flood_Risk_Index,Area_Exposure,Severity_Score
Belagavi,1987,1,1,,,Belagavi,63,2,5439561,6,Belagavi,1.274110942,0.55806105,0.716049892,1.16E-05,1.000011582,38949.97067,
Belagavi,1988,1,3,,,Belagavi,63,2,5439561,6,Belagavi,1.274110942,0.55806105,0.716049892,1.16E-05,3.000034745,38949.97067,
Belagavi,2005,1,1,,,Belagavi,63,2,5439561,6,Belagavi,1.274110942,0.55806105,0.716049892,1.16E-05,1.000011582,38949.97067,
Belagavi,2007,2,1,,,Belagavi,63,2,5439561,6,Belagavi,1.274110942,0.55806105,0.716049892,1.16E-05,2.000023164,38949.97067,
Belagavi,2011,1,1,,,Belagavi,63,2,5439561,6,Belagavi,1.274110942,0.55806105,0.716049892,1.16E-05,1.000011582,38949.97067,
Belagavi,2013,1,1,,,Belagavi,63,2,5439561,6,Belagavi,1.274110942,0.55806105,0.716049892,1.16E-05,1.000011582,38949.97067,
Belagavi,2019,2,2,,,Belagavi,63,2,5439561,6,Belagavi,1.274110942,0.55806105,0.716049892,1.16E-05,4.000046327,38949.97067,
Belagavi,2021,1,4,,,Belagavi,63,2,5439561,6,Belagavi,1.274110942,0.55806105,0.716049892,1.16E-05,4.000046327,38949.97067,
Belagavi,2022,5,1,,,Belagavi,63,2,5439561,6,Belagavi,1.274110942,0.55806105,0.716049892,1.16E-05,5.000057909,38949.97067,
"Belagavi, Ballari, Bijapur Surendranagar, Kalaburagi,Raichur",1993,1,11,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,11.00063113,18263.97663,
"Belagavi, Ballari, Bijapur, Chikkamagaluru, Surendranagar, Dharwad,  Kalaburagi, Hassan, Kodagu, Kolar, Mandya,Mysuru",1994,1,7,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,7.000401627,18263.97663,
"Belagavi, Ballari, Chikkaballapura, Dakshina Kannada, Dharwad, Kodagu, Shivamogga, Udupi,Uttar Kashia Kannada",2004,1,7,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,7.000401627,18263.97663,
"Belagavi, Ballari, Dharwad, Raichur",1996,1,2,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,2.00011475,18263.97663,
"Belagavi, Chikkaballapura, Dakshina Kannada, Dharwad, Kodagu, Raichur, Shivamogga, Udupi, Uttar Kashia Kannada, Yadgir",2019,1,4,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,4.000229501,18263.97663,
"Belagavi, Chikkamagaluru, Kodagu, Uttar Kashia Kannada",2016,1,2,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,2.00011475,18263.97663,
"Belagavi, Dakshina Kannada,Kodagu",2013,1,4,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,4.000229501,18263.97663,
"Belagavi,Bijapur",2014,1,3,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,3.000172126,18263.97663,
"Belagavi,Tumakuru",2005,1,4,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,4.000229501,18263.97663,
Bengaluru Rural,1979,1,1,,,Bengaluru Rural,164,135,1355031,4,Bengaluru Rural,0.192307509,0.071765205,0.120542304,0.00012103,1.00012103,1633.385587,
Bengaluru Rural,1983,1,1,,,Bengaluru Rural,164,135,1355031,4,Bengaluru Rural,0.192307509,0.071765205,0.120542304,0.00012103,1.00012103,1633.385587,
Bengaluru Rural,1984,1,1,,,Bengaluru Rural,164,135,1355031,4,Bengaluru Rural,0.192307509,0.071765205,0.120542304,0.00012103,1.00012103,1633.385587,
Bengaluru Rural,1987,2,1,,,Bengaluru Rural,164,135,1355031,4,Bengaluru Rural,0.192307509,0.071765205,0.120542304,0.00012103,2.000242061,1633.385587,
Bengaluru Rural,1988,2,1,,,Bengaluru Rural,164,135,1355031,4,Bengaluru Rural,0.192307509,0.071765205,0.120542304,0.00012103,2.000242061,1633.385587,
Bengaluru Rural,1992,1,1,,,Bengaluru Rural,164,135,1355031,4,Bengaluru Rural,0.192307509,0.071765205,0.120542304,0.00012103,1.00012103,1633.385587,
Bengaluru Rural,1996,1,1,,,Bengaluru Rural,164,135,1355031,4,Bengaluru Rural,0.192307509,0.071765205,0.120542304,0.00012103,1.00012103,1633.385587,
Bengaluru Rural,1997,1,1,,,Bengaluru Rural,164,135,1355031,4,Bengaluru Rural,0.192307509,0.071765205,0.120542304,0.00012103,1.00012103,1633.385587,
Bengaluru Rural,1998,2,1,,,Bengaluru Rural,164,135,1355031,4,Bengaluru Rural,0.192307509,0.071765205,0.120542304,0.00012103,2.000242061,1633.385587,
Bengaluru Rural,1999,3,1.333333333,,,Bengaluru Rural,164,135,1355031,4,Bengaluru Rural,0.192307509,0.071765205,0.120542304,0.00012103,4.000484122,1633.385587,
Bengaluru Rural,2000,1,1,,,Bengaluru Rural,164,135,1355031,4,Bengaluru Rural,0.192307509,0.071765205,0.120542304,0.00012103,1.00012103,1633.385587,
"Bengaluru Rural, Ballari, Dharwad, Kolar,Raichur",2001,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
"Bengaluru Rural, Ballari,Tumakuru",1991,1,1,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,1.000057375,18263.97663,
"Bengaluru Rural, Belagavi, Ballari, Beedar, Bijapur, Chamarajanagaraa Chikkaballapura, Chitradurga, Dakshina Kannada, Dharwad, Davangere, Gadag,  Kalaburagi, Hassan, Haveri, Kodagu, Kolar, Koppal, Mandya, Mysuru, Raichur, Ramanagara, Shivamogga, Tumakuru, Udupi, Uttar Kashia Kannada",2020,1,30,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,30.00172126,18263.97663,
"Bengaluru Rural, Belagavi,Uttar Kashia Kannada",2008,1,2,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,2.00011475,18263.97663,
"Bengaluru Rural, Bijapur,Tumakuru",1988,1,1,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,1.000057375,18263.97663,
"Bengaluru Rural, Chikkaballapura, Dakshina Kannada, Kodagu,Uttar Kashia Kannada",2000,1,3,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,3.000172126,18263.97663,
"Bengaluru Rural, Chikkamagaluru, Dakshina Kannada, Kodagu, Uttar Kashia Kannada",2018,1,4,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,4.000229501,18263.97663,
"Bengaluru Rural, Gadag, Haveri,Kolar",2014,1,6,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,6.000344251,18263.97663,
"Bengaluru Rural,Bengaluru Rural",2000,1,3,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,3.000172126,18263.97663,
"Bengaluru Rural,Bijapur",1999,1,1,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,1.000057375,18263.97663,
"Bengaluru Rural,Surendranagar",1991,1,8,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,8.000459002,18263.97663,
Bengaluru Urban,2003,1,2,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,2.00011475,18263.97663,
Bengaluru Urban,2004,1,1,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,1.000057375,18263.97663,
Bengaluru Urban,2005,3,1,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,3.000172126,18263.97663,
Bengaluru Urban,2009,1,5,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,5.000286876,18263.97663,
Bengaluru Urban,2017,1,4,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,4.000229501,18263.97663,
Bengaluru Urban,2022,3,1.333333333,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,4.000229501,18263.97663,
"Bengaluru Urban, Belagavi",2018,1,1,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,1.000057375,18263.97663,
"Bengaluru Urban, Belagavi, Chikkaballapura, Dakshina Kannada, Hassan,Kodagu",2004,1,6,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,6.000344251,18263.97663,
"Bengaluru Urban, Bengaluru Rural,Gadag",2004,1,7,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,7.000401627,18263.97663,
"Bengaluru Urban, Chikkaballapura,Dharwad",2014,1,5,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,5.000286876,18263.97663,
"Bengaluru Urban, Chitradurga , Dharwad, Uttar Kashia Kannada",2018,1,1,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,1.000057375,18263.97663,
"Betul, Tikamgarh,Khargone (Khargone (West Nimar))",2000,1,3,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,3.000172126,18263.97663,
Bhadradri Bhadradri Kothagudem,2021,1,1,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,1.000057375,18263.97663,
Bhadradri Bhadradri Kothagudem Bhadradri Kothagudem,2022,1,1,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,1.000057375,18263.97663,
"Bhadradri Bhadradri Kothagudem Bhadradri Kothagudem, Karimnagar, Khammam, Rajanna Sircilla, Warangal, Warangal, Warangal, Warangal",2021,1,1,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,1.000057375,18263.97663,
Bhadradri Kothagudem,2022,2,2,,,Bhadradri Kothagudem,2,0,1149137,8,Bhadradri Kothagudem,1.367448139,0.625093908,0.742354231,1.74E-06,4.000006962,8530.667139,
Bhadrak,2013,1,1,,,Bhadrak,68,0,1613470,23,Bhadrak,10.96625941,2.562091316,8.404168094,4.21E-05,1.000042145,135598.7309,
"Bhadrak, Cuttack, Jagatsinghapur,Jajapur, Jharsuguda, Kendrapara, Khordha,Puri",2014,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
"Bhadrak, Dhenkanal, Jajapur, Subarnapur, Nuapada, Balangir, Boudh, Cuttack, Kandhamal, Nayagarh, Khordha, Kalahandi, Jagatsinghapur, Puri, Nagpur, Rayagada, Koraput, Malkangiri, Anugul, Kendrapara, Ganjam, Gajapati, Mayurbhanj, Sundargarh, Kendujhar",2003,1,30,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,30.00172126,18263.97663,
"Bhadrak, Dhenkanal, Jajapur, Subarnapur, Nuapada, Balangir, Boudh, Cuttack, Kandhamal, Nayagarh, Khordha, Kalahandi, Jagatsinghapur, Puri, Nagpur, Rayagada, Koraput, Malkangiri, Anugul, Kendrapara, Ganjam, Gajapati, Mayurbhanj, Sundargarh, Kendujhar, Baleshwar, Jharsuguda, Bargarh, Deogarh, Sambalpur",1994,1,30,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,30.00172126,18263.97663,
"Bhadrak, Dhenkanal, Jajapur, Subarnapur, Nuapada, Balangir, Boudh, Cuttack, Kandhamal, Nayagarh, Khordha, Kalahandi, Jagatsinghapur, Puri, Nagpur, Rayagada, Koraput, Malkangiri, Anugul, Kendrapara, Ganjam, Gajapati, Mayurbhanj, Sundargarh, Kendujhar, Baleshwar, Jharsuguda, Bargarh, Deogarh, Sambalpur",1995,1,3,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,3.000172126,18263.97663,
"Bhadrak, Dhenkanal, Jajapur, Subarnapur, Nuapada, Balangir, Boudh, Cuttack, Kandhamal, Nayagarh, Khordha, Kalahandi, Jagatsinghapur, Puri, Nagpur, Rayagada, Koraput, Malkangiri, Anugul, Kendrapara, Ganjam, Gajapati, Mayurbhanj, Sundargarh, Kendujhar, Baleshwar, Jharsuguda, Bargarh, Deogarh, Sambalpur",1997,1,21,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,21.00120488,18263.97663,
"Bhadrak, Dhenkanal, Jajapur, Subarnapur, Nuapada, Balangir, Boudh, Cuttack, Kandhamal, Nayagarh, Khordha, Kalahandi, Jagatsinghapur, Puri, Nagpur, Rayagada, Koraput, Malkangiri, Anugul, Kendrapara, Ganjam, Gajapati, Mayurbhanj, Sundargarh, Kendujhar, Baleshwar, Jharsuguda, Bargarh, Deogarh, Sambalpur",2001,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
"Bhadrak, Dhenkanal, Jajapur, Subarnapur, Nuapada, Balangir, Boudh, Cuttack, Kandhamal, Nayagarh, Khordha, Kalahandi, Jagatsinghapur, Puri, Nagpur, Rayagada, Koraput, Malkangiri, Anugul, Kendrapara, Ganjam, Gajapati, Mayurbhanj, Sundargarh, Kendujhar, Baleshwar, Jharsuguda, Bargarh, Deogarh, Sambalpur",2006,3,30.66666667,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,92.00527852,18263.97663,
"Bhadrak, Dhenkanal, Jajapur, Subarnapur, Nuapada, Balangir, Boudh, Cuttack, Kandhamal, Nayagarh, Khordha, Kalahandi, Jagatsinghapur, Puri, Nagpur, Rayagada, Koraput, Malkangiri, Anugul, Kendrapara, Ganjam, Gajapati, Mayurbhanj, Sundargarh, Kendujhar, Baleshwar, Jharsuguda, Bargarh, Deogarh, Sambalpur",2019,1,10,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,10.00057375,18263.97663,
"Bhadrak, Dhenkanal, Jajapur, Subarnapur, Nuapada, Balangir, Boudh, Cuttack, Kandhamal, Nayagarh, Khordha, Kalahandi, Jagatsinghapur, Puri, Nagpur, Rayagada, Koraput, Malkangiri, Anugul, Kendrapara, Ganjam, Gajapati, Mayurbhanj, Sundargarh, Kendujhar, Baleshwar, Jharsuguda, Bargarh, Deogarh, Sambalpur, Pashchim Champaran, Purbi Champaran, Sitamarhi, Sheohar, Gopalganj, Samastipur, Katihar, Khagaria, Bhojpur, Buxar, Darbhanga, Saharsa, Kaimur (Bhabua), Rohtas, Jamui, Banka, Nawada, Gaya, Munger, Vaishali, Begusarai, Bhagalpur, Lakhisarai, Sheikhpura, Arwal, Jehanabad, Nalanda, Patna, Saran, Siwan, Muzaffarpur, Madhepura, Araria, Supaul, Madhubani, Purnia, Kishanganj, Aurangabad, Amroha, Hapur, Bareilly, Pilibhit, Bulandshahr, Gautam Buddha Nagar, Kheri, Budaun, Bahraich, Shahjahanpur, Aligarh, Kasganj, Mathura, Sshrawasti, Sitapur, Hathras, Etah, Hardoi, Farrukhabad, Firozabad, Siddharthnagar, Mainpuri, Mahrajganj, Agra, Gonda, Bara Banki, Kushinagar, Kannauj, Lucknow, Basti, Gorakhpur, Sant Kabir Nagar, Unnao, Etawah, Kanpur Nagar Nagar, Auraiya, Ayodhya, Kanpur Nagar Dehat, Deoria, Sultanpur, Ambedkar Nagar, Rae Bareli, Jalaun, Azamgarh, Mau, Fatehpur, Ballia, Jaunpur, Jhansi, Banda, Ghazipurr, Kaushambi, Prayagraj, Varanasi, Chitrakoot, Chandauli, Bhadohi, Mirzapur, Lalitpur, Sonbhadra, Amethi, Ghaziabad, Sambhal, Mahoba, Saharanpur, Bijnor, Muzaffarnagar, Baghpat, Meerut, Moradabad, Rampur, Shamli, Balrampur, Hamirpur, Pratapgarh, Burhanpur, Morena, Bhind, Gwalior, Sheopur, Shivpuri, Tikamgarh, Neemuch, Rewa, Satna, Guna, Ashoknagar, Mandsaur, Singrauli, Sidhi, Sagar, Damoh, Shajapur, Vidisha, Rajgarh, Shahdol, Katni, Umaria, Ratlam, Bhopal, Ujjain, Raisen, Sehore, Jabalpur, Dewas, Anuppur, Jhabua, Dindori, Narsimhapur, Dhar, Indore, Mandla, Narmadapuram, Seoni, Alirajpur, Chhindwara, Harda, Khargone (Khargone (West Nimar)), East Nimar, Balaghat, Barwani, Agar-Malwa, Datia, Chhatarpur, Panna, Betul, Niwari, Churu, Jhunjhunu, Jaisalmer, Sikar, Alwar, Jaipur, Jodhpur, Bharatpur, Nagaur, Dausa, Karauli, Dholpur, Barmer, Sawai Madhopur, Tonk, Pali, Bhilwara, Jalore, Bundi, Kota, Sirohi, Baran, Udaipur, Jhalawar, Dungarpur, Banswara, Ajmer, Rajsamand, Chittorgarh, Ganganagar, Hanumangarh, Bikaner, Pratapgarh, Jhajjar, Gurugram, Faridabad, Mahendragarh, Rewari, Nuh, Palwal, Charki Dadri, Yamunanagar, Kurukshetra, Kaithal, Sirsa, Karnal, Jind, Fatehabad, Hisar, Panipat, Sonipat, Bhiwani, Rohtak, Panchkula, Ambala",1967,1,2,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,2.00011475,18263.97663,
"Bhadrak, Dhenkanal, Jajapur, Subarnapur, Nuapada, Balangir, Boudh, Cuttack, Kandhamal, Nayagarh, Khordha, Kalahandi, Jagatsinghapur, Puri, Nagpur, Rayagada, Koraput, Malkangiri, Anugul, Kendrapara, Ganjam, Gajapati, Mayurbhanj, Sundargarh, Kendujhar, Baleshwar, Jharsuguda, Bargarh, Deogarh, Sambalpur, Pashchim Champaran, Purbi Champaran, Sitamarhi, Sheohar, Gopalganj, Samastipur, Katihar, Khagaria, Bhojpur, Buxar, Darbhanga, Saharsa, Kaimur (Bhabua), Rohtas, Jamui, Banka, Nawada, Gaya, Munger, Vaishali, Begusarai, Bhagalpur, Lakhisarai, Sheikhpura, Arwal, Jehanabad, Nalanda, Patna, Saran, Siwan, Muzaffarpur, Madhepura, Araria, Supaul, Madhubani, Purnia, Kishanganj, Aurangabad, Tinsukia, Dhemaji, Dibrugarh, Lakhimpur, Sivasagar, Jorhat, Sonitpur, Golaghat, Udalguri, Chirang, Baksa, Nagaon, Kokrajhar, Darrang, Barpeta, Nalbari, Marigaon, Kamrup, Bongaigaon, Dhubri, Kamrup Metro, Goalpara, Dima Hasao, Cachar, Karimganj, Hailakandi, Charaideo, Majuli, Biswanath, Hojai, South Salmara Mancachar, Karbi Anglong, West Karbi Anglong, South 24 Parganas, Darjeeling, Jalpaiguri, Dakshin Dinajpur, Maldah, Murshidabad, Birbhum, Nadia, Purba Purba Bardhaman, Purulia, Bankura, North 24 Parganas",1972,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
"Bhagalpur, Bhojpur, Khagaria, Patna, Samastipur, Saran,Vaishali",1994,1,7,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,7.000401627,18263.97663,
"Bhagalpur, Darbhanga, Purbi Champaran, Pashchim Champaran,Munger",1984,1,7,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,7.000401627,18263.97663,
"Bhagalpur, Purbi Champaran, Pashchim Champaran, Katihar, Madhubani, Munger, Samastipur, Siwan, Muzaffarpur, Saran, Patna, Darbhanga, Sitamarhi, Saharsa, Begusarai, Khagaria,Bhojpur",1984,1,28,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,28.00160651,18263.97663,
Bhandara,1981,1,2,,,Bhandara,91,26,1132270,5,Bhandara,2.564278476,0.742932408,1.821346068,8.04E-05,2.000160739,20622.55512,
Bhandara,1988,1,1,,,Bhandara,91,26,1132270,5,Bhandara,2.564278476,0.742932408,1.821346068,8.04E-05,1.00008037,20622.55512,
Bhandara,1994,1,1,,,Bhandara,91,26,1132270,5,Bhandara,2.564278476,0.742932408,1.821346068,8.04E-05,1.00008037,20622.55512,
Bhandara,2022,2,4,,,Bhandara,91,26,1132270,5,Bhandara,2.564278476,0.742932408,1.821346068,8.04E-05,8.000642956,20622.55512,
"Bhandara Chandrapur,Wardha",2008,1,5,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,5.000286876,18263.97663,
"Bhandara, Chandrapur, Nagpur,Wardha",2005,1,2,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,2.00011475,18263.97663,
"Bhandara, Chandrapur,Nagpur",2005,1,2,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,2.00011475,18263.97663,
"Bhandara, Gadchiroli, Gondia",2020,1,1,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,1.000057375,18263.97663,
"Bhandara, Gondia,Ratnagiri",2014,1,2,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,2.00011475,18263.97663,
"Bhandara, Nagpur",2017,1,2,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,2.00011475,18263.97663,
"Bhandara,Nagpur",2007,1,1,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,1.000057375,18263.97663,
Bharatpur,1995,1,1,,,Bharatpur,98,252,2952552,5,Bharatpur,2.342300583,0.003684995,2.338615588,3.32E-05,1.000033192,69048.84132,
Bharatpur,2005,2,1,,,Bharatpur,98,252,2952552,5,Bharatpur,2.342300583,0.003684995,2.338615588,3.32E-05,2.000066383,69048.84132,
Bharatpur,2010,1,1,,,Bharatpur,98,252,2952552,5,Bharatpur,2.342300583,0.003684995,2.338615588,3.32E-05,1.000033192,69048.84132,
Bharatpur,2020,1,1,,,Bharatpur,98,252,2952552,5,Bharatpur,2.342300583,0.003684995,2.338615588,3.32E-05,1.000033192,69048.84132,
"Bharatpur, Jaipur,Sawai Madhopur",1995,1,7,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,7.000401627,18263.97663,
"Bharatpur, Jodhpur",1996,1,1,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,1.000057375,18263.97663,
Bharuch,1979,1,1,,,Bharuch,233,56,1704669,14,Bharuch,3.432850261,1.612396534,1.820453727,0.000136683,1.000136683,31032.71034,
Bharuch,1986,1,7,,,Bharuch,233,56,1704669,14,Bharuch,3.432850261,1.612396534,1.820453727,0.000136683,7.000956784,31032.71034,
Bharuch,2022,1,2,,,Bharuch,233,56,1704669,14,Bharuch,3.432850261,1.612396534,1.820453727,0.000136683,2.000273367,31032.71034,
"Bharuch, Dangs, Junagadh, Surat, Vadodara,Valsad",1994,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
"Bharuch, Navsari, Surat,Vadodara",2006,1,1,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,1.000057375,18263.97663,
"Bharuch, Surat, Dangs, Vadodara,Valsad",2009,1,7,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,7.000401627,18263.97663,
"Bharuch,Surat",2005,1,5,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,5.000286876,18263.97663,
"Bhavnagar, Botad, Gandhinagar, Gir Somnath, Junagadh, Kachchh, Narmada, Patan, Tapi",2019,1,30,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,30.00172126,18263.97663,
"Bhilwara, Bundi,Pali",1994,1,1,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,1.000057375,18263.97663,
"Bhilwara,Jaipur",2004,1,2,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,2.00011475,18263.97663,
Bhind,1978,1,7,,,Bhind,25,0,1937516,6,Bhind,2.808721208,0.119319241,2.689401967,1.29E-05,7.000090322,52107.59341,
Bhind,2018,1,1,,,Bhind,25,0,1937516,6,Bhind,2.808721208,0.119319241,2.689401967,1.29E-05,1.000012903,52107.59341,
Bhind,2021,1,7,,,Bhind,25,0,1937516,6,Bhind,2.808721208,0.119319241,2.689401967,1.29E-05,7.000090322,52107.59341,
"Bhind, Guna, Gwalior, Chhatarpur,Narmadapuram, Jabalpur,Sagar",1983,1,2,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,2.00011475,18263.97663,
"Bhind, Panna, Rewa",2016,1,1,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,1.000057375,18263.97663,
Bhiwani,2007,1,1,,,Bhiwani,31,6,1296415,5,Bhiwani,2.188213606,0.000980524,2.187233082,2.39E-05,1.000023912,28355.61776,
Bhiwani,2008,1,1,,,Bhiwani,31,6,1296415,5,Bhiwani,2.188213606,0.000980524,2.187233082,2.39E-05,1.000023912,28355.61776,
Bhiwani,2023,1,4,,,Bhiwani,31,6,1296415,5,Bhiwani,2.188213606,0.000980524,2.187233082,2.39E-05,4.000095648,28355.61776,
"Bhiwani, Hisar, Jind, Kaithal, Rohtak,Sirsa",1995,1,2,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,2.00011475,18263.97663,
Bhojpur,2001,1,1,,,Bhojpur,119,0,3338604,21,Bhojpur,6.197224303,0.810391565,5.386832738,3.56E-05,1.000035644,179845.0133,
"Bhojpur,Munger",2013,1,1,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,1.000057375,18263.97663,
Bhopal,1981,1,1,,,Bhopal,64,13,2938719,4,Bhopal,0.626374883,0.626869321,0.000494438,2.18E-05,1.000021778,14.53014345,
Bhopal,1985,1,5,,,Bhopal,64,13,2938719,4,Bhopal,0.626374883,0.626869321,0.000494438,2.18E-05,5.000108891,14.53014345,
Bhopal,1991,1,1,,,Bhopal,64,13,2938719,4,Bhopal,0.626374883,0.626869321,0.000494438,2.18E-05,1.000021778,14.53014345,
Bhopal,1996,1,1,,,Bhopal,64,13,2938719,4,Bhopal,0.626374883,0.626869321,0.000494438,2.18E-05,1.000021778,14.53014345,
"Bhopal, Damoh, Malda, Morena, Seoni",2016,1,3,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,3.000172126,18263.97663,
"Bhopal, Gwalior, Rewa,Satna",2003,1,6,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,6.000344251,18263.97663,
"Bhopal, Rewa, Vidisha",1984,1,1,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,1.000057375,18263.97663,
"Bhopal, Sehore",2019,1,1,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,1.000057375,18263.97663,
"Bhopal,Chhindwara",2012,1,1,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,1.000057375,18263.97663,
"Bhopal,Sagar",2005,1,1,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,1.000057375,18263.97663,
"Bhopal,Vidisha",2006,1,2,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,2.00011475,18263.97663,
Bhubaneshwar,1983,1,4,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,4.000229501,18263.97663,
Bijapur,1986,1,1,,,Bijapur,85,20,275997,9,Bijapur,2.067319021,0.119061839,1.948257182,0.000307974,1.000307974,5377.131375,
Bijapur,2000,1,2,,,Bijapur,85,20,275997,9,Bijapur,2.067319021,0.119061839,1.948257182,0.000307974,2.000615949,5377.131375,
Bijapur,2006,1,1,,,Bijapur,85,20,275997,9,Bijapur,2.067319021,0.119061839,1.948257182,0.000307974,1.000307974,5377.131375,
Bijapur,2022,2,1,,,Bijapur,85,20,275997,9,Bijapur,2.067319021,0.119061839,1.948257182,0.000307974,2.000615949,5377.131375,
"Bijapur, Chitradurga,Tumakuru",1999,1,2,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,2.00011475,18263.97663,
"Bijapur, Kalaburagi",1994,1,1,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,1.000057375,18263.97663,
Bijnor,2023,1,4,,,Bijnor,56,0,4311589,24,Bijnor,3.55139876,0.063788983,3.487609777,1.30E-05,4.000051953,150371.3995,
"Bijnor, Amroha, Kanpur Nagar Nagar,Kanpur Nagar Dehat, Lucknow, Meerut, Muzaffarnagar,Unnao",2002,1,7,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,7.000401627,18263.97663,
