Districts,Year,Flood_Frequency,Mean_Duration,Human_fatality,Human_injured,Population,Corrected_Percent_Flooded_Area,Population_Exposure_Ratio,Flood_Risk_Index,Area_Exposure
Kashmir,2015.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Jammu,1993.0,1,6.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,6.000344251377006,18263.976629352048
Srinagar,1993.0,1,6.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,6.000344251377006,18263.976629352048
Jamnagar,1981.0,1,7.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,7.000401626606507,18263.976629352048
Valsad,1981.0,1,7.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,7.000401626606507,18263.976629352048
Surendranagar,1981.0,1,7.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,7.000401626606507,18263.976629352048
Rajkot,1981.0,1,7.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,7.000401626606507,18263.976629352048
Jaunpur,1991.0,1,1.0,200.0,1.0,4985265.0,4.243344328,4.011822841915124e-05,1.000040118228419,211541.9596132692
Jayashankar Bhupalapally,2022.0,1,81.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,81.00464739358958,18263.976629352048
Jhabua,2004.0,1,1.0,3.0,0.0,1290473.0,0.2786779,2.324728994717441e-06,1.0000023247289946,3596.2630564669994
Jhajjar,1983.0,1,2.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,2.000114750459002,18263.976629352048
Gurugram,1983.0,1,2.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,2.000114750459002,18263.976629352048
Faridabad,1983.0,1,2.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,2.000114750459002,18263.976629352048
Mahendragarh,1983.0,1,2.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,2.000114750459002,18263.976629352048
Rewari,1983.0,1,2.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,2.000114750459002,18263.976629352048
Nuh,1983.0,1,2.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,2.000114750459002,18263.976629352048
Palwal,1983.0,1,2.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,2.000114750459002,18263.976629352048
Charki Dadri,1983.0,1,2.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,2.000114750459002,18263.976629352048
Yamunanagar,1983.0,1,2.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,2.000114750459002,18263.976629352048
Kurukshetra,1983.0,1,2.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,2.000114750459002,18263.976629352048
Kaithal,1983.0,1,2.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,2.000114750459002,18263.976629352048
Sirsa,1983.0,1,2.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,2.000114750459002,18263.976629352048
Karnal,1983.0,1,2.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,2.000114750459002,18263.976629352048
Jind,1983.0,1,2.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,2.000114750459002,18263.976629352048
Fatehabad,1983.0,1,2.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,2.000114750459002,18263.976629352048
Hisar,1983.0,1,2.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,2.000114750459002,18263.976629352048
Panipat,1983.0,1,2.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,2.000114750459002,18263.976629352048
Sonipat,1983.0,1,2.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,2.000114750459002,18263.976629352048
Bhiwani,1983.0,1,2.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,2.000114750459002,18263.976629352048
Rohtak,1983.0,1,2.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,2.000114750459002,18263.976629352048
Panchkula,1983.0,1,2.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,2.000114750459002,18263.976629352048
Ambala,1983.0,1,2.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,2.000114750459002,18263.976629352048
Jhajjar,1993.0,1,14.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,14.000803253213014,18263.976629352048
Gurugram,1993.0,1,14.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,14.000803253213014,18263.976629352048
Faridabad,1993.0,1,14.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,14.000803253213014,18263.976629352048
Mahendragarh,1993.0,1,14.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,14.000803253213014,18263.976629352048
Rewari,1993.0,1,14.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,14.000803253213014,18263.976629352048
Nuh,1993.0,1,14.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,14.000803253213014,18263.976629352048
Palwal,1993.0,1,14.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,14.000803253213014,18263.976629352048
Charki Dadri,1993.0,1,14.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,14.000803253213014,18263.976629352048
Yamunanagar,1993.0,1,14.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,14.000803253213014,18263.976629352048
Kurukshetra,1993.0,1,14.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,14.000803253213014,18263.976629352048
Kaithal,1993.0,1,14.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,14.000803253213014,18263.976629352048
Sirsa,1993.0,1,14.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,14.000803253213014,18263.976629352048
Karnal,1993.0,1,14.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,14.000803253213014,18263.976629352048
Jind,1993.0,1,14.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,14.000803253213014,18263.976629352048
Fatehabad,1993.0,1,14.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,14.000803253213014,18263.976629352048
Hisar,1993.0,1,14.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,14.000803253213014,18263.976629352048
Panipat,1993.0,1,14.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,14.000803253213014,18263.976629352048
Sonipat,1993.0,1,14.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,14.000803253213014,18263.976629352048
Bhiwani,1993.0,1,14.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,14.000803253213014,18263.976629352048
Rohtak,1993.0,1,14.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,14.000803253213014,18263.976629352048
Panchkula,1993.0,1,14.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,14.000803253213014,18263.976629352048
Ambala,1993.0,1,14.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,14.000803253213014,18263.976629352048
Jhajjar,1995.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Gurugram,1995.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Faridabad,1995.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Mahendragarh,1995.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Rewari,1995.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Nuh,1995.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Palwal,1995.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Charki Dadri,1995.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Yamunanagar,1995.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Fatehabad,1995.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Panchkula,1995.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Jhajjar,1996.0,2,4.5,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,9.000516377065509,18263.976629352048
Gurugram,1996.0,2,4.5,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,9.000516377065509,18263.976629352048
Faridabad,1996.0,2,4.5,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,9.000516377065509,18263.976629352048
Mahendragarh,1996.0,2,4.5,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,9.000516377065509,18263.976629352048
Rewari,1996.0,2,4.5,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,9.000516377065509,18263.976629352048
Nuh,1996.0,2,4.5,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,9.000516377065509,18263.976629352048
Palwal,1996.0,2,4.5,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,9.000516377065509,18263.976629352048
Charki Dadri,1996.0,2,4.5,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,9.000516377065509,18263.976629352048
Yamunanagar,1996.0,2,4.5,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,9.000516377065509,18263.976629352048
Kurukshetra,1996.0,2,4.5,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,9.000516377065509,18263.976629352048
Kaithal,1996.0,2,4.5,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,9.000516377065509,18263.976629352048
Sirsa,1996.0,2,4.5,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,9.000516377065509,18263.976629352048
Karnal,1996.0,2,4.5,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,9.000516377065509,18263.976629352048
Jind,1996.0,2,4.5,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,9.000516377065509,18263.976629352048
Fatehabad,1996.0,2,4.5,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,9.000516377065509,18263.976629352048
Hisar,1996.0,2,4.5,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,9.000516377065509,18263.976629352048
Panipat,1996.0,2,4.5,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,9.000516377065509,18263.976629352048
Sonipat,1996.0,2,4.5,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,9.000516377065509,18263.976629352048
Bhiwani,1996.0,2,4.5,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,9.000516377065509,18263.976629352048
Rohtak,1996.0,2,4.5,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,9.000516377065509,18263.976629352048
Panchkula,1996.0,2,4.5,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,9.000516377065509,18263.976629352048
Ambala,1996.0,2,4.5,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,9.000516377065509,18263.976629352048
Jharsuguda,1998.0,1,1.0,44.0,0.0,621362.0,0.163912049,7.081218355805473e-05,1.000070812183558,1018.48718590738
Jind,1991.0,1,1.0,31.0,6.0,1489426.0,1.133905451,2.0813387170628147e-05,1.0000208133871706,16888.68260261126
Jiribam,2022.0,1,5.0,0.0,0.0,56027.0,5.232607471,0.0,5.0,2931.67298777717
Jodhpur,1995.0,1,1.0,154.0,9.0,4624883.0,0.351856339,3.329813965023548e-05,1.0000332981396505,16272.944006833372
Jodhpur,2017.0,1,1.0,154.0,9.0,4624883.0,0.351856339,3.329813965023548e-05,1.0000332981396505,16272.944006833372
Jodhpur,1975.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Nagaur,1975.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Dholpur,1975.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Sawai Madhopur,1992.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Jogulamba Gadwal,2022.0,1,92.0,1.0,0.0,677578.0,1.404701855,1.4758448473828844e-06,92.00013577772596,9517.9507350719
Jorhat,2022.0,1,6.0,205.0,4.0,1037431.0,6.654597736,0.0001976035032691,6.001185621019615,69036.85983856217
Jorhat,2023.0,4,1.0,205.0,4.0,1037431.0,6.654597736,0.0001976035032691,4.000790414013077,69036.85983856217
Jorhat,1999.0,1,2.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,2.000114750459002,18263.976629352048
Kamrup,1999.0,1,2.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,2.000114750459002,18263.976629352048
Nalbari,1999.0,1,3.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,3.000172125688503,18263.976629352048
Junagadh,2009.0,1,31.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,31.00177863211453,18263.976629352048
Mahesana,2009.0,1,31.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,31.00177863211453,18263.976629352048
Panch Mahals,2009.0,1,31.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,31.00177863211453,18263.976629352048
Rajkot,2009.0,1,31.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,31.00177863211453,18263.976629352048
Sabar Kantha,2009.0,1,31.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,31.00177863211453,18263.976629352048
Kalaburagi,2014.0,1,1.0,112.0,16.0,2925453.0,0.562792586,3.828466907518255e-05,1.0000382846690752,16464.23259091458
Kalaburagi,2022.0,1,1.0,112.0,16.0,2925453.0,0.562792586,3.828466907518255e-05,1.0000382846690752,16464.23259091458
Kallakurichi,2021.0,1,16.0,20.0,4.0,1575629.0,1.71000415,1.2693343420310236e-05,16.000203093494726,26943.3212886035
Kamjong,1989.0,1,7.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,7.000401626606507,18263.976629352048
Senapati,1989.0,1,7.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,7.000401626606507,18263.976629352048
Tamenglong,1989.0,1,7.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,7.000401626606507,18263.976629352048
Imphal West,1989.0,1,7.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,7.000401626606507,18263.976629352048
Kakching,1989.0,1,7.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,7.000401626606507,18263.976629352048
Bishnupur,1989.0,1,7.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,7.000401626606507,18263.976629352048
Chandel,1989.0,1,7.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,7.000401626606507,18263.976629352048
Churachandpur,1989.0,1,7.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,7.000401626606507,18263.976629352048
Imphal East,1989.0,1,7.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,7.000401626606507,18263.976629352048
Jiribam,1989.0,1,7.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,7.000401626606507,18263.976629352048
Kangpokpi,1989.0,1,7.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,7.000401626606507,18263.976629352048
Thoubal,1989.0,1,7.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,7.000401626606507,18263.976629352048
Tengnoupal,1989.0,1,7.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,7.000401626606507,18263.976629352048
Ukhrul,1989.0,1,7.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,7.000401626606507,18263.976629352048
Noney,1989.0,1,7.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,7.000401626606507,18263.976629352048
Pherzawl,1989.0,1,7.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,7.000401626606507,18263.976629352048
Kamjong,1991.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Senapati,1991.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Tamenglong,1991.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Kakching,1991.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Bishnupur,1991.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Chandel,1991.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Churachandpur,1991.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Jiribam,1991.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Kangpokpi,1991.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Thoubal,1991.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Tengnoupal,1991.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Ukhrul,1991.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Noney,1991.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Pherzawl,1991.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Kamjong,2000.0,1,3.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,3.000172125688503,18263.976629352048
Senapati,2000.0,1,3.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,3.000172125688503,18263.976629352048
Tamenglong,2000.0,1,3.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,3.000172125688503,18263.976629352048
Imphal West,2000.0,1,3.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,3.000172125688503,18263.976629352048
Kakching,2000.0,1,3.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,3.000172125688503,18263.976629352048
Bishnupur,2000.0,1,3.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,3.000172125688503,18263.976629352048
Chandel,2000.0,1,3.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,3.000172125688503,18263.976629352048
Churachandpur,2000.0,1,3.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,3.000172125688503,18263.976629352048
Imphal East,2000.0,1,3.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,3.000172125688503,18263.976629352048
Jiribam,2000.0,1,3.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,3.000172125688503,18263.976629352048
Kangpokpi,2000.0,1,3.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,3.000172125688503,18263.976629352048
Thoubal,2000.0,1,3.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,3.000172125688503,18263.976629352048
Tengnoupal,2000.0,1,3.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,3.000172125688503,18263.976629352048
Ukhrul,2000.0,1,3.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,3.000172125688503,18263.976629352048
Noney,2000.0,1,3.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,3.000172125688503,18263.976629352048
Pherzawl,2000.0,1,3.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,3.000172125688503,18263.976629352048
Kamle,2022.0,1,8.0,3.0,1.0,25202.0,1.835951782,0.0001190381715736,8.00095230537259,462.6965680996401
Kamrup,1978.0,1,7.0,181.0,13.0,1546068.0,8.562804612,0.0001170711766882,7.000819498236818,132386.78200865618
Kamrup,2000.0,2,1.0,181.0,13.0,1546068.0,8.562804612,0.0001170711766882,2.0002341423533765,132386.78200865618
Kamrup,2003.0,1,1.0,181.0,13.0,1546068.0,8.562804612,0.0001170711766882,1.0001170711766882,132386.78200865618
Kamrup,2023.0,3,1.0,181.0,13.0,1546068.0,8.562804612,0.0001170711766882,3.000351213530065,132386.78200865618
Kamrup Metro,2023.0,2,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,2.000114750459002,18263.976629352048
Karbi Anglong,2003.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Nagaon,2003.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Sonitpur,2003.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Kancheepuram,1995.0,1,5.0,28.0,6.0,1542112.0,1.758222114,1.8156917266709552e-05,5.000090784586334,27113.75420664768
Kangra,1985.0,1,1.0,173.0,58.0,1693351.0,0.077501311,0.0001021642884434,1.0001021642884431,1312.3692248316102
Kangra,2003.0,1,1.0,173.0,58.0,1693351.0,0.077501311,0.0001021642884434,1.0001021642884431,1312.3692248316102
Kangra,2006.0,2,1.0,173.0,58.0,1693351.0,0.077501311,0.0001021642884434,2.0002043285768867,1312.3692248316102
Kangra,2021.0,2,1.0,173.0,58.0,1693351.0,0.077501311,0.0001021642884434,2.0002043285768867,1312.3692248316102
Shimla,2007.0,1,2.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,2.000114750459002,18263.976629352048
Kinnaur,2006.0,1,3.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,3.000172125688503,18263.976629352048
Kullu,2006.0,1,3.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,3.000172125688503,18263.976629352048
Kangra,2011.0,1,5.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,5.000286876147505,18263.976629352048
Kullu,2011.0,1,5.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,5.000286876147505,18263.976629352048
Sirmaur,2011.0,1,5.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,5.000286876147505,18263.976629352048
Una,2011.0,1,5.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,5.000286876147505,18263.976629352048
Kangra,2013.0,1,2.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,2.000114750459002,18263.976629352048
Mandi,2013.0,1,2.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,2.000114750459002,18263.976629352048
Sirmaur,2013.0,1,2.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,2.000114750459002,18263.976629352048
Una,2013.0,1,2.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,2.000114750459002,18263.976629352048
Pithoragarh,2007.0,1,1.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,1.000057375229501,18263.976629352048
Kangra,2008.0,1,4.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,4.000229500918004,18263.976629352048
Sirmaur,2008.0,1,4.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,4.000229500918004,18263.976629352048
Kangra,1989.0,1,3.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,3.000172125688503,18263.976629352048
Hamirpur,1989.0,1,3.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,3.000172125688503,18263.976629352048
Kangra,1983.0,1,6.0,125.0,14.0,2010685.0,0.908345993,5.7375229500918e-05,6.000344251377006,18263.976629352048
