Districts,Year,Flood_Frequency,Mean_Duration,Mean_Severity,AFSI,Dist_Name_x,Human_fatality,Human_injured,Population,Mean_Flood_Duration,Dist_Name_y,Percent_Flooded_Area,Parmanent_Water,Corrected_Percent_Flooded_Area,Population_Exposure_Ratio,Flood_Risk_Index,Area_Exposure,Severity_Score
Erode,2015,1,3,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,3.000172126,18263.97663,
The Nilgiris,2015,1,3,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,3.000172126,18263.97663,
Thiruvallur,2015,1,3,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,3.000172126,18263.97663,
Thoothukkudi,2015,1,3,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,3.000172126,18263.97663,
Viluppuram,2015,1,3,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,3.000172126,18263.97663,
Chennai,2005,1,1,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,1.000057375,18263.97663,
Cuddalore,2005,1,1,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,1.000057375,18263.97663,
Kancheepuram,2005,1,1,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,1.000057375,18263.97663,
Nagapattinam,2005,1,1,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,1.000057375,18263.97663,
Pudukkottai,2005,1,1,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,1.000057375,18263.97663,
Tiruchirappalli,2005,1,1,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,1.000057375,18263.97663,
Thanjavur,2005,1,1,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,1.000057375,18263.97663,
Thiruvallur,2005,1,1,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,1.000057375,18263.97663,
Viluppuram,2005,1,1,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,1.000057375,18263.97663,
Chennai,2017,1,3,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,3.000172126,18263.97663,
Cuddalore,2017,1,3,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,3.000172126,18263.97663,
Kanniyakumariumari,2017,1,3,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,3.000172126,18263.97663,
Karaikal,2017,1,3,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,3.000172126,18263.97663,
Nagarkoil,2017,1,3,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,3.000172126,18263.97663,
Tirunelveli,2017,1,3,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,3.000172126,18263.97663,
Chennai,2010,1,1,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,1.000057375,18263.97663,
Cuddalore,2010,1,1,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,1.000057375,18263.97663,
Tiruchirappalli,2010,1,1,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,1.000057375,18263.97663,
Tiruvannamalai,2010,1,1,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,1.000057375,18263.97663,
Vellore,2010,1,1,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,1.000057375,18263.97663,
Viluppuram,2010,1,1,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,1.000057375,18263.97663,
Chennai,1976,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
The Nilgiris,1976,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Coimbatore,1976,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Chennai,2012,1,2,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,2.00011475,18263.97663,
Thiruvarur,2012,1,2,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,2.00011475,18263.97663,
Vellore,2012,1,2,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,2.00011475,18263.97663,
Chennai,1994,1,2,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,2.00011475,18263.97663,
Madurai,1994,1,2,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,2.00011475,18263.97663,
Chennai,2013,1,1,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,1.000057375,18263.97663,
Tiruvannamalai,2013,1,1,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,1.000057375,18263.97663,
Chhatarpur,2022,1,1,,,Chhatarpur,12,0,2100270,6,Chhatarpur,1.27766675,0.251215844,1.026450906,5.71E-06,1.000005714,21558.24044,
Chhatarpur,1992,1,2,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,2.00011475,18263.97663,
Panna,1992,1,2,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,2.00011475,18263.97663,
Chhatisgarh,2006,1,1,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,1.000057375,18263.97663,
Chhindwara,1981,1,7,,,Chhindwara,33,6,2383077,5,Chhindwara,0.626598635,0.382961008,0.243637627,1.38E-05,7.000096934,5806.072252,
Chhindwara,2004,1,1,,,Chhindwara,33,6,2383077,5,Chhindwara,0.626598635,0.382961008,0.243637627,1.38E-05,1.000013848,5806.072252,
Chhindwara,2010,1,1,,,Chhindwara,33,6,2383077,5,Chhindwara,0.626598635,0.382961008,0.243637627,1.38E-05,1.000013848,5806.072252,
Chhindwara,2000,1,1,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,1.000057375,18263.97663,
Seoni,2000,1,1,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,1.000057375,18263.97663,
Chikkaballapura,2022,1,1,,,Chikkaballapura,34,7,1326139,7,Chikkaballapura,0.292140809,0.110670649,0.18147016,2.56E-05,1.000025638,2406.546565,
Kalaburagi,2000,1,4,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,4.000229501,18263.97663,
Chikkaballapura,1984,1,7,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,7.000401627,18263.97663,
Kodagu,1984,1,7,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,7.000401627,18263.97663,
Shivamogga,1984,1,7,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,7.000401627,18263.97663,
Chikkaballapura,2009,1,1,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,1.000057375,18263.97663,
Chikkaballapura,1986,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Surendranagar,1986,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Mandya,1986,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Uttar Kashia Kannada,1986,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Chikkamagaluru,1991,1,1,,,Chikkamagaluru,40,6,1168539,7,Chikkamagaluru,1.355001002,0.868566012,0.48643499,3.42E-05,1.000034231,5684.182568,
Chikkamagaluru,2000,1,1,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,1.000057375,18263.97663,
Chitradurga,2000,1,1,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,1.000057375,18263.97663,
Mysuru,2000,1,1,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,1.000057375,18263.97663,
Chikkamagaluru,1980,1,1,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,1.000057375,18263.97663,
Dakshina Kannada,1980,1,1,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,1.000057375,18263.97663,
Chikkamagaluru,2014,1,8,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,8.000459002,18263.97663,
Dakshina Kannada,2014,1,8,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,8.000459002,18263.97663,
Raichur,2014,1,8,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,8.000459002,18263.97663,
Uttar Kashia Kannada,2014,1,8,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,8.000459002,18263.97663,
Hassan,2018,1,22,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,22.00126226,18263.97663,
Mysuru,2018,1,22,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,22.00126226,18263.97663,
Shivamogga,2018,1,22,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,22.00126226,18263.97663,
Udupi,2018,1,22,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,22.00126226,18263.97663,
Chikkamagaluru,1984,1,2,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,2.00011475,18263.97663,
Chirang,2023,3,1,,,Chirang,56,1,616102,9,Chirang,2.875769392,0.021873585,2.853895807,9.09E-05,3.000272682,17582.90914,
Chitradurga,1987,1,1,,,Chitradurga,99,3,1798153,9,Chitradurga,0.426895091,0.23997582,0.186919271,5.51E-05,1.000055056,3361.094479,
Chitradurga,2014,1,1,,,Chitradurga,99,3,1798153,9,Chitradurga,0.426895091,0.23997582,0.186919271,5.51E-05,1.000055056,3361.094479,
Mandya,2000,1,1,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,1.000057375,18263.97663,
Chittoor,2021,1,14,,,Chittoor,124,0,4580686,8,Chittoor,0.573483172,0.068957975,0.504525197,2.71E-05,14.00037898,23110.71507,
Chittoor,2012,1,6,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,6.000344251,18263.97663,
East Godavari,2012,1,6,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,6.000344251,18263.97663,
Guntur,2012,1,6,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,6.000344251,18263.97663,
Hyderabad,2012,1,6,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,6.000344251,18263.97663,
Khammam,2012,1,6,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,6.000344251,18263.97663,
Krishna,2012,1,6,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,6.000344251,18263.97663,
Sri Potti Sriramulu Nellore,2012,1,6,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,6.000344251,18263.97663,
Prakasam,2012,1,6,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,6.000344251,18263.97663,
Visakhapatnam,2012,1,6,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,6.000344251,18263.97663,
West Godavari,2012,1,6,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,6.000344251,18263.97663,
Chittoor,1995,1,9,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,9.000516377,18263.97663,
East Godavari,1995,1,9,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,9.000516377,18263.97663,
Krishna,1995,1,9,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,9.000516377,18263.97663,
Guntur,1995,1,9,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,9.000516377,18263.97663,
Sri Potti Sriramulu Nellore,1995,1,9,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,9.000516377,18263.97663,
Prakasam,1995,1,9,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,9.000516377,18263.97663,
Srikakulam,1995,1,9,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,9.000516377,18263.97663,
Vizianagaram,1995,1,9,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,9.000516377,18263.97663,
West Godavari,1995,1,9,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,9.000516377,18263.97663,
Chumanung,1978,1,7,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,7.000401627,18263.97663,
Churu,1990,1,6,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,6.000344251,18263.97663,
Jhunjhunu,1990,1,6,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,6.000344251,18263.97663,
Jaisalmer,1990,1,6,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,6.000344251,18263.97663,
Sikar,1990,1,6,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,6.000344251,18263.97663,
Alwar,1990,1,6,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,6.000344251,18263.97663,
Jaipur,1990,1,6,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,6.000344251,18263.97663,
Bharatpur,1990,1,6,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,6.000344251,18263.97663,
Nagaur,1990,1,6,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,6.000344251,18263.97663,
Dausa,1990,1,6,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,6.000344251,18263.97663,
Karauli,1990,1,6,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,6.000344251,18263.97663,
Dholpur,1990,1,6,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,6.000344251,18263.97663,
Sawai Madhopur,1990,1,6,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,6.000344251,18263.97663,
Tonk,1990,1,6,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,6.000344251,18263.97663,
Jalore,1990,1,6,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,6.000344251,18263.97663,
Bundi,1990,1,6,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,6.000344251,18263.97663,
Kota,1990,1,6,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,6.000344251,18263.97663,
Baran,1990,1,6,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,6.000344251,18263.97663,
Udaipur,1990,1,6,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,6.000344251,18263.97663,
Jhalawar,1990,1,6,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,6.000344251,18263.97663,
Dungarpur,1990,1,6,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,6.000344251,18263.97663,
Banswara,1990,1,6,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,6.000344251,18263.97663,
Rajsamand,1990,1,6,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,6.000344251,18263.97663,
Chittorgarh,1990,1,6,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,6.000344251,18263.97663,
Ganganagar,1990,1,6,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,6.000344251,18263.97663,
Hanumangarh,1990,1,6,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,6.000344251,18263.97663,
Bikaner,1990,1,6,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,6.000344251,18263.97663,
Pratapgarh,1990,1,6,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,6.000344251,18263.97663,
Churu,1973,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Jhunjhunu,1973,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Jaisalmer,1973,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Sikar,1973,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Alwar,1973,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Jaipur,1973,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Jodhpur,1973,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Bharatpur,1973,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Nagaur,1973,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Dausa,1973,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Karauli,1973,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Dholpur,1973,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Barmer,1973,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Sawai Madhopur,1973,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Tonk,1973,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Pali,1973,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Bhilwara,1973,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Jalore,1973,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Bundi,1973,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Kota,1973,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Sirohi,1973,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Baran,1973,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Udaipur,1973,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Jhalawar,1973,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Dungarpur,1973,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Banswara,1973,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Ajmer,1973,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Rajsamand,1973,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Chittorgarh,1973,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Ganganagar,1973,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Hanumangarh,1973,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Bikaner,1973,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Pratapgarh,1973,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Pashchim Champaran,1973,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Purbi Champaran,1973,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Sitamarhi,1973,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Sheohar,1973,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Gopalganj,1973,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Samastipur,1973,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Katihar,1973,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Khagaria,1973,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Bhojpur,1973,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Buxar,1973,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Darbhanga,1973,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Saharsa,1973,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Kaimur (Bhabua),1973,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Rohtas,1973,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Jamui,1973,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Banka,1973,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Nawada,1973,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Gaya,1973,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Munger,1973,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Vaishali,1973,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Begusarai,1973,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Bhagalpur,1973,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Lakhisarai,1973,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Sheikhpura,1973,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Arwal,1973,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Jehanabad,1973,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Nalanda,1973,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Patna,1973,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Saran,1973,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Siwan,1973,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Muzaffarpur,1973,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Madhepura,1973,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Araria,1973,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Supaul,1973,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Madhubani,1973,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Purnia,1973,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Kishanganj,1973,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Aurangabad,1973,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Burhanpur,1973,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Morena,1973,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Bhind,1973,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Gwalior,1973,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Sheopur,1973,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Shivpuri,1973,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Tikamgarh,1973,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Neemuch,1973,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Rewa,1973,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Satna,1973,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Guna,1973,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Ashoknagar,1973,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Mandsaur,1973,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Singrauli,1973,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Sidhi,1973,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Sagar,1973,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Damoh,1973,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Shajapur,1973,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Vidisha,1973,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Rajgarh,1973,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Shahdol,1973,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Katni,1973,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Umaria,1973,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Ratlam,1973,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Bhopal,1973,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Ujjain,1973,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Raisen,1973,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Sehore,1973,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Jabalpur,1973,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Dewas,1973,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Anuppur,1973,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Jhabua,1973,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Dindori,1973,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Narsimhapur,1973,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Dhar,1973,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Indore,1973,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
