Districts,Year,Flood_Frequency,Mean_Duration,Mean_Severity,AFSI,Dist_Name_x,Human_fatality,Human_injured,Population,Mean_Flood_Duration,Dist_Name_y,Percent_Flooded_Area,Parmanent_Water,Corrected_Percent_Flooded_Area,Population_Exposure_Ratio,Flood_Risk_Index,Area_Exposure,Severity_Score
Chandrapur,1986,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Gadchiroli,1986,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Gondia,1986,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Nagpur,1986,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Wardha,1986,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Washim,1986,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Yavatmal,1986,1,14,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Amravati,1999,1,2,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,2.00011475,18263.97663,
Akola,1999,1,2,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,2.00011475,18263.97663,
Bhandara,1999,1,2,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,2.00011475,18263.97663,
Buldhana,1999,1,2,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,2.00011475,18263.97663,
Chandrapur,1999,1,2,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,2.00011475,18263.97663,
Gadchiroli,1999,1,2,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,2.00011475,18263.97663,
Gondia,1999,1,2,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,2.00011475,18263.97663,
Nagpur,1999,1,2,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,2.00011475,18263.97663,
Wardha,1999,1,2,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,2.00011475,18263.97663,
Washim,1999,1,2,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,2.00011475,18263.97663,
Yavatmal,1999,1,2,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,2.00011475,18263.97663,
Amravati,1976,1,7,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,7.000401627,18263.97663,
Akola,1976,1,7,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,7.000401627,18263.97663,
Bhandara,1976,1,7,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,7.000401627,18263.97663,
Buldhana,1976,1,7,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,7.000401627,18263.97663,
Chandrapur,1976,1,7,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,7.000401627,18263.97663,
Gadchiroli,1976,1,7,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,7.000401627,18263.97663,
Gondia,1976,1,7,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,7.000401627,18263.97663,
Nagpur,1976,1,7,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,7.000401627,18263.97663,
Wardha,1976,1,7,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,7.000401627,18263.97663,
Washim,1976,1,7,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,7.000401627,18263.97663,
Yavatmal,1976,1,7,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,7.000401627,18263.97663,
Ghaziabad,1976,1,7,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,7.000401627,18263.97663,
Amravati,2019,1,31,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,31.00177863,18263.97663,
Bhandara,2019,1,31,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,31.00177863,18263.97663,
Buldhana,2019,1,31,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,31.00177863,18263.97663,
Chandrapur,2019,1,31,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,31.00177863,18263.97663,
Gondia,2019,1,31,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,31.00177863,18263.97663,
Nagpur,2019,1,31,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,31.00177863,18263.97663,
Wardha,2019,1,31,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,31.00177863,18263.97663,
Washim,2019,1,31,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,31.00177863,18263.97663,
Yavatmal,2019,1,31,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,31.00177863,18263.97663,
Amravati,2007,1,9,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,9.000516377,18263.97663,
Bhandara,2007,1,9,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,9.000516377,18263.97663,
Chandrapur,2007,1,9,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,9.000516377,18263.97663,
Gadchiroli,2007,1,9,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,9.000516377,18263.97663,
Gondia,2007,1,9,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,9.000516377,18263.97663,
Aurangabad,2007,1,9,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,9.000516377,18263.97663,
Beed,2007,1,9,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,9.000516377,18263.97663,
Hingoli,2007,1,9,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,9.000516377,18263.97663,
Jalna,2007,1,9,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,9.000516377,18263.97663,
Latur,2007,1,9,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,9.000516377,18263.97663,
Nanded,2007,1,9,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,9.000516377,18263.97663,
Dharashiv,2007,1,9,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,9.000516377,18263.97663,
Parbhani,2007,1,9,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,9.000516377,18263.97663,
Mumbai,2007,1,9,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,9.000516377,18263.97663,
Nagpur,2007,1,9,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,9.000516377,18263.97663,
Nashik,2007,1,9,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,9.000516377,18263.97663,
Sindhudurg,2007,1,9,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,9.000516377,18263.97663,
Thane,2007,1,9,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,9.000516377,18263.97663,
Wardha,2007,1,9,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,9.000516377,18263.97663,
Washim,2007,1,9,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,9.000516377,18263.97663,
Amravati,1979,1,3,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,3.000172126,18263.97663,
Bhandara,1979,1,3,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,3.000172126,18263.97663,
Chandrapur,1979,1,3,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,3.000172126,18263.97663,
Wardha,1979,1,3,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,3.000172126,18263.97663,
Yavatmal,1979,1,3,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,3.000172126,18263.97663,
Amravati,2006,1,7,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,7.000401627,18263.97663,
Gadchiroli,2006,1,7,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,7.000401627,18263.97663,
Nagpur,2006,1,7,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,7.000401627,18263.97663,
Raigarh,2006,1,7,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,7.000401627,18263.97663,
Thane,2006,1,7,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,7.000401627,18263.97663,
Chandrapur,1991,1,5,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,5.000286876,18263.97663,
Gadchiroli,1991,1,5,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,5.000286876,18263.97663,
Nagpur,1991,1,5,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,5.000286876,18263.97663,
Yavatmal,1991,1,5,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,5.000286876,18263.97663,
Amravati,2013,1,3,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,3.000172126,18263.97663,
Chandrapur,2013,1,3,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,3.000172126,18263.97663,
Nagpur,2013,1,3,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,3.000172126,18263.97663,
Wardha,2013,1,3,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,3.000172126,18263.97663,
Yavatmal,2013,1,3,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,3.000172126,18263.97663,
Chandrapur,2010,1,2,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,2.00011475,18263.97663,
Gondia,2010,1,2,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,2.00011475,18263.97663,
Amravati,2018,1,1,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,1.000057375,18263.97663,
Mumbai,2018,1,1,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,1.000057375,18263.97663,
Amravati,2009,1,6,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,6.000344251,18263.97663,
Mumbai,2009,1,6,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,6.000344251,18263.97663,
Nashik,2009,1,6,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,6.000344251,18263.97663,
Amravati,1997,1,2,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,2.00011475,18263.97663,
Nagpur,1997,1,2,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,2.00011475,18263.97663,
Wardha,1997,1,2,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,2.00011475,18263.97663,
Amreli,2021,1,1,,,Amreli,224,10,1650731,18,Amreli,0.551647653,0.455725673,0.09592198,0.000135697,1.000135697,1583.41386,
Amreli,2022,1,2,,,Amreli,224,10,1650731,18,Amreli,0.551647653,0.455725673,0.09592198,0.000135697,2.000271395,1583.41386,
Amreli,1984,2,7,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Porbandar,1984,2,7,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Botad,1984,2,7,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Gir Somnath,1984,2,7,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Surendranagar,1984,2,7,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Rajkot,1984,2,7,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Bhavnagar,1984,2,7,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Junagadh,1984,2,7,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Jamnagar,1984,2,7,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Devbhumi Dwarka Dwarka,1984,2,7,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Morbi,1984,2,7,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,14.00080325,18263.97663,
Amreli,2019,1,8,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,8.000459002,18263.97663,
Arvalli,2019,1,8,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,8.000459002,18263.97663,
Bhavnagar,2019,1,8,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,8.000459002,18263.97663,
Surat,2019,1,8,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,8.000459002,18263.97663,
Surendranagar,2019,1,8,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,8.000459002,18263.97663,
Vadodara,2019,1,8,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,8.000459002,18263.97663,
Amreli,1998,1,4,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,4.000229501,18263.97663,
Banas Kantha,1998,1,4,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,4.000229501,18263.97663,
Bharuch,1998,1,4,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,4.000229501,18263.97663,
Jamnagar,1998,1,4,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,4.000229501,18263.97663,
Junagadh,1998,1,4,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,4.000229501,18263.97663,
Surat,1998,1,4,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,4.000229501,18263.97663,
Surendranagar,1998,1,4,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,4.000229501,18263.97663,
Valsad,1998,1,4,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,4.000229501,18263.97663,
Amreli,1988,1,21,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,21.00120488,18263.97663,
Banas Kantha,1988,1,21,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,21.00120488,18263.97663,
Bhavnagar,1988,1,21,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,21.00120488,18263.97663,
Valsad,1988,1,21,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,21.00120488,18263.97663,
Jamnagar,1988,1,21,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,21.00120488,18263.97663,
Junagadh,1988,1,21,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,21.00120488,18263.97663,
Kachchh,1988,1,21,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,21.00120488,18263.97663,
Rajkot,1988,1,21,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,21.00120488,18263.97663,
Surat,1988,1,21,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,21.00120488,18263.97663,
Vadodara,1988,1,21,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,21.00120488,18263.97663,
Amreli,1994,1,7,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,7.000401627,18263.97663,
Bharuch,1994,1,7,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,7.000401627,18263.97663,
Bhavnagar,1994,1,7,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,7.000401627,18263.97663,
Junagadh,1994,1,7,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,7.000401627,18263.97663,
Rajkot,1994,1,7,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,7.000401627,18263.97663,
Surat,1994,1,7,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,7.000401627,18263.97663,
Valsad,1994,1,7,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,7.000401627,18263.97663,
Amreli,2012,2,30.5,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,61.00349989,18263.97663,
Bharuch,2012,2,30.5,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,61.00349989,18263.97663,
Dangs,2012,2,30.5,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,61.00349989,18263.97663,
Gir Somnath,2012,2,30.5,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,61.00349989,18263.97663,
Junagadh,2012,2,30.5,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,61.00349989,18263.97663,
Kachchh,2012,2,30.5,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,61.00349989,18263.97663,
Navsari,2012,2,30.5,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,61.00349989,18263.97663,
Tapi,2012,2,30.5,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,61.00349989,18263.97663,
Bharuch,2019,1,31,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,31.00177863,18263.97663,
Dangs,2019,1,31,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,31.00177863,18263.97663,
Gir Somnath,2019,1,31,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,31.00177863,18263.97663,
Junagadh,2019,1,31,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,31.00177863,18263.97663,
Kachchh,2019,1,31,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,31.00177863,18263.97663,
Navsari,2019,1,31,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,31.00177863,18263.97663,
Tapi,2019,1,31,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,31.00177863,18263.97663,
Bharuch,2022,1,2,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,2.00011475,18263.97663,
Dangs,2022,1,2,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,2.00011475,18263.97663,
Gir Somnath,2022,1,2,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,2.00011475,18263.97663,
Junagadh,2022,1,2,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,2.00011475,18263.97663,
Kachchh,2022,1,2,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,2.00011475,18263.97663,
Amritsar,1983,1,2,,,Amritsar,117,21,2748187,7,Amritsar,2.592469047,0.034259992,2.558209055,4.26E-05,2.000085147,70304.36868,
Amritsar,1995,1,2,,,Amritsar,117,21,2748187,7,Amritsar,2.592469047,0.034259992,2.558209055,4.26E-05,2.000085147,70304.36868,
Amritsar,2007,1,1,,,Amritsar,117,21,2748187,7,Amritsar,2.592469047,0.034259992,2.558209055,4.26E-05,1.000042574,70304.36868,
Amritsar,2023,1,7,,,Amritsar,117,21,2748187,7,Amritsar,2.592469047,0.034259992,2.558209055,4.26E-05,7.000298015,70304.36868,
Amritsar,2006,1,1,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,1.000057375,18263.97663,
Ananthapuramuamu,2006,1,1,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,1.000057375,18263.97663,
Bathinda,2006,1,1,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,1.000057375,18263.97663,
Kapurthala,2006,1,1,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,1.000057375,18263.97663,
S.A.S Nagar*,2006,1,1,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,1.000057375,18263.97663,
Rupnagar,2006,1,1,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,1.000057375,18263.97663,
Amritsar,2015,1,30,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,30.00172126,18263.97663,
Bathinda,2015,1,30,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,30.00172126,18263.97663,
Barnala,2015,1,30,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,30.00172126,18263.97663,
Ferozepur,2015,1,30,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,30.00172126,18263.97663,
Fazilka,2015,1,30,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,30.00172126,18263.97663,
Jalandhar,2015,1,30,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,30.00172126,18263.97663,
Moga,2015,1,30,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,30.00172126,18263.97663,
Pathankot,2015,1,30,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,30.00172126,18263.97663,
Rupnagar,2015,1,30,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,30.00172126,18263.97663,
Sangrur,2015,1,30,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,30.00172126,18263.97663,
Sri Sri Muktsar Sahib Sahib,2015,1,30,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,30.00172126,18263.97663,
Tarn Taran,2015,1,30,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,30.00172126,18263.97663,
Amritsar,1988,1,38,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,38.00218026,18263.97663,
Bathinda,1988,1,38,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,38.00218026,18263.97663,
Ferozepur,1988,1,38,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,38.00218026,18263.97663,
Gurdaspur,1988,1,38,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,38.00218026,18263.97663,
Hoshiarpur,1988,1,38,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,38.00218026,18263.97663,
Jalandhar,1988,1,38,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,38.00218026,18263.97663,
Kapurthala,1988,1,38,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,38.00218026,18263.97663,
Ludhiana,1988,1,38,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,38.00218026,18263.97663,
Patiala,1988,1,38,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,38.00218026,18263.97663,
Sangrur,1988,1,38,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,38.00218026,18263.97663,
Amritsar,1990,1,4,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,4.000229501,18263.97663,
Bathinda,1990,1,4,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,4.000229501,18263.97663,
Ferozepur,1990,1,4,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,4.000229501,18263.97663,
Ludhiana,1990,1,4,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,4.000229501,18263.97663,
Patiala,1990,1,4,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,4.000229501,18263.97663,
Amritsar,1993,1,5,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,5.000286876,18263.97663,
Fatehgarh Sahib,1993,1,5,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,5.000286876,18263.97663,
Ferozepur,1993,1,5,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,5.000286876,18263.97663,
Gurdaspur,1993,1,5,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,5.000286876,18263.97663,
Hoshiarpur,1993,1,5,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,5.000286876,18263.97663,
Kapurthala,1993,1,5,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,5.000286876,18263.97663,
Ludhiana,1993,1,5,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,5.000286876,18263.97663,
Mansa,1993,1,5,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,5.000286876,18263.97663,
Patiala,1993,1,5,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,5.000286876,18263.97663,
Rupnagar,1993,1,5,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,5.000286876,18263.97663,
Sangrur,1993,1,5,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,5.000286876,18263.97663,
Amritsar,2014,1,7,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,7.000401627,18263.97663,
Fazilka,2014,1,7,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,7.000401627,18263.97663,
Gurdaspur,2014,1,7,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,7.000401627,18263.97663,
Ferozepur,1995,1,1,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,1.000057375,18263.97663,
Kapurthala,1995,1,1,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,1.000057375,18263.97663,
Amritsar,2005,1,1,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,1.000057375,18263.97663,
Patiala,2005,1,1,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,1.000057375,18263.97663,
Amroha,1983,1,16,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,16.000918,18263.97663,
Hapur,1983,1,16,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,16.000918,18263.97663,
Bareilly,1983,1,16,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,16.000918,18263.97663,
Pilibhit,1983,1,16,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,16.000918,18263.97663,
Bulandshahr,1983,1,16,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,16.000918,18263.97663,
Gautam Buddha Nagar,1983,1,16,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,16.000918,18263.97663,
Kheri,1983,1,16,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,16.000918,18263.97663,
Budaun,1983,1,16,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,16.000918,18263.97663,
Bahraich,1983,1,16,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,16.000918,18263.97663,
Shahjahanpur,1983,1,16,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,16.000918,18263.97663,
Aligarh,1983,1,16,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,16.000918,18263.97663,
Kasganj,1983,1,16,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,16.000918,18263.97663,
Mathura,1983,1,16,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,16.000918,18263.97663,
Sshrawasti,1983,1,16,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,16.000918,18263.97663,
Sitapur,1983,1,16,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,16.000918,18263.97663,
Hathras,1983,1,16,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,16.000918,18263.97663,
Etah,1983,1,16,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,16.000918,18263.97663,
Hardoi,1983,1,16,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,16.000918,18263.97663,
Farrukhabad,1983,1,16,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,16.000918,18263.97663,
Firozabad,1983,1,16,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,16.000918,18263.97663,
Siddharthnagar,1983,1,16,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,16.000918,18263.97663,
Mainpuri,1983,1,16,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,16.000918,18263.97663,
Mahrajganj,1983,1,16,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,16.000918,18263.97663,
Agra,1983,1,16,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,16.000918,18263.97663,
Gonda,1983,1,16,,,,125,14,2010685,,,1.505747627,,0.908345993,5.74E-05,16.000918,18263.97663,
