Districts,Year,Flood_Frequency,Mean_Duration,Mean_Severity,AFSI,Dist_Name_x,Human_fatality,Human_injured,Population,Mean_Flood_Duration,Dist_Name_y,Percent_Flooded_Area,Parmanent_Water,Corrected_Percent_Flooded_Area,Population_Exposure_Ratio
"Thiruvallur, Chennai, Krishnagiri, Tiruvannamalai, Dharmapuri, Salem, Erode, The Nilgiris, Namakkal, Perambalur, Coimbatore, Tiruchirappalli, Ariyalur, Tiruppur, Thanjavur, Karur, Thiruvarur, Dindigul, Madurai, Theni, Virudhunagar, Thoothukkudi, Kanniyakumariumari, Viluppuram, Cuddalore, Pudukkottai, Sivaganga, Ramanathapuram, Nagapattinam, Kallakurichi, Tenkasi, Tirunelveli, Vellore, Ranipet, Tirupathur, Kancheepuram, Chengalpattu",1985,1,14,,,,,,,,,,,,
"Thiruvallur, Chennai, Krishnagiri, Tiruvannamalai, Dharmapuri, Salem, Erode, The Nilgiris, Namakkal, Perambalur, Coimbatore, Tiruchirappalli, Ariyalur, Tiruppur, Thanjavur, Karur, Thiruvarur, Dindigul, Madurai, Theni, Virudhunagar, Thoothukkudi, Kanniyakumariumari, Viluppuram, Cuddalore, Pudukkottai, Sivaganga, Ramanathapuram, Nagapattinam, Kallakurichi, Tenkasi, Tirunelveli, Vellore, Ranipet, Tirupathur, Kancheepuram, Chengalpattu",1996,1,7,,,,,,,,,,,,
"Thiruvallur, Chennai, Krishnagiri, Tiruvannamalai, Dharmapuri, Salem, Erode, The Nilgiris, Namakkal, Perambalur, Coimbatore, Tiruchirappalli, Ariyalur, Tiruppur, Thanjavur, Karur, Thiruvarur, Dindigul, Madurai, Theni, Virudhunagar, Thoothukkudi, Kanniyakumariumari, Viluppuram, Cuddalore, Pudukkottai, Sivaganga, Ramanathapuram, Nagapattinam, Kallakurichi, Tenkasi, Tirunelveli, Vellore, Ranipet, Tirupathur, Kancheepuram, Chengalpattu",1997,1,16,,,,,,,,,,,,
"Thiruvallur, Chennai, Krishnagiri, Tiruvannamalai, Dharmapuri, Salem, Erode, The Nilgiris, Namakkal, Perambalur, Coimbatore, Tiruchirappalli, Ariyalur, Tiruppur, Thanjavur, Karur, Thiruvarur, Dindigul, Madurai, Theni, Virudhunagar, Thoothukkudi, Kanniyakumariumari, Viluppuram, Cuddalore, Pudukkottai, Sivaganga, Ramanathapuram, Nagapattinam, Kallakurichi, Tenkasi, Tirunelveli, Vellore, Ranipet, Tirupathur, Kancheepuram, Chengalpattu",1998,1,14,,,,,,,,,,,,
Thiruvananthapuram,1986,1,1,,,Thiruvananthapuram,276,149,3288743,4,Thiruvananthapuram,0.884604088,0.648894373,0.235709715,8.39E-05
Thiruvananthapuram,1987,1,1,,,Thiruvananthapuram,276,149,3288743,4,Thiruvananthapuram,0.884604088,0.648894373,0.235709715,8.39E-05
Thiruvananthapuram,1990,1,1,,,Thiruvananthapuram,276,149,3288743,4,Thiruvananthapuram,0.884604088,0.648894373,0.235709715,8.39E-05
Thiruvananthapuram,1996,1,1,,,Thiruvananthapuram,276,149,3288743,4,Thiruvananthapuram,0.884604088,0.648894373,0.235709715,8.39E-05
Thiruvananthapuram,2000,1,1,,,Thiruvananthapuram,276,149,3288743,4,Thiruvananthapuram,0.884604088,0.648894373,0.235709715,8.39E-05
Thiruvananthapuram,2001,1,1,,,Thiruvananthapuram,276,149,3288743,4,Thiruvananthapuram,0.884604088,0.648894373,0.235709715,8.39E-05
Thiruvananthapuram,2005,4,2.75,,,Thiruvananthapuram,276,149,3288743,4,Thiruvananthapuram,0.884604088,0.648894373,0.235709715,8.39E-05
Thiruvananthapuram,2006,1,1,,,Thiruvananthapuram,276,149,3288743,4,Thiruvananthapuram,0.884604088,0.648894373,0.235709715,8.39E-05
Thiruvananthapuram,2007,1,1,,,Thiruvananthapuram,276,149,3288743,4,Thiruvananthapuram,0.884604088,0.648894373,0.235709715,8.39E-05
Thiruvananthapuram,2008,2,4.5,,,Thiruvananthapuram,276,149,3288743,4,Thiruvananthapuram,0.884604088,0.648894373,0.235709715,8.39E-05
Thiruvananthapuram,2010,2,1,,,Thiruvananthapuram,276,149,3288743,4,Thiruvananthapuram,0.884604088,0.648894373,0.235709715,8.39E-05
Thiruvananthapuram,2012,2,1.5,,,Thiruvananthapuram,276,149,3288743,4,Thiruvananthapuram,0.884604088,0.648894373,0.235709715,8.39E-05
Thiruvananthapuram,2013,4,6.75,,,Thiruvananthapuram,276,149,3288743,4,Thiruvananthapuram,0.884604088,0.648894373,0.235709715,8.39E-05
Thiruvananthapuram,2014,2,3,,,Thiruvananthapuram,276,149,3288743,4,Thiruvananthapuram,0.884604088,0.648894373,0.235709715,8.39E-05
Thiruvananthapuram,2015,1,2,,,Thiruvananthapuram,276,149,3288743,4,Thiruvananthapuram,0.884604088,0.648894373,0.235709715,8.39E-05
Thiruvananthapuram,2017,3,1.333333333,,,Thiruvananthapuram,276,149,3288743,4,Thiruvananthapuram,0.884604088,0.648894373,0.235709715,8.39E-05
Thiruvananthapuram,2019,3,2.666666667,,,Thiruvananthapuram,276,149,3288743,4,Thiruvananthapuram,0.884604088,0.648894373,0.235709715,8.39E-05
Thiruvananthapuram,2020,4,2,,,Thiruvananthapuram,276,149,3288743,4,Thiruvananthapuram,0.884604088,0.648894373,0.235709715,8.39E-05
Thiruvananthapuram,2021,6,1.166666667,,,Thiruvananthapuram,276,149,3288743,4,Thiruvananthapuram,0.884604088,0.648894373,0.235709715,8.39E-05
Thiruvananthapuram,2022,3,1,,,Thiruvananthapuram,276,149,3288743,4,Thiruvananthapuram,0.884604088,0.648894373,0.235709715,8.39E-05
"Thiruvananthapuram, Kollam, Alappuzha, Kottayam, Thrissur",1975,1,7,,,,,,,,,,,,
"Thiruvananthapuram, Kollam, Alappuzha, Thrissur, Kannur,Malappuram",1978,1,7,,,,,,,,,,,,
"Thiruvananthapuram, Wayanad",2017,1,3,,,,,,,,,,,,
"Thiruvananthapuram, Wayanad",2020,1,1,,,,,,,,,,,,
"Thiruvananthapuram,Thrissur",2013,1,1,,,,,,,,,,,,
"Thiruvananthapuram,Wayanad",2004,1,3,,,,,,,,,,,,
"Thiruvananthapuram,Wayanad",2005,1,1,,,,,,,,,,,,
Thiruvarur,2004,1,1,,,Thiruvarur,41,5,1412221,5,Thiruvarur,2.20727188,0.026905003,2.180366877,2.90E-05
Thrissur,1971,1,7,,,Thrissur,124,43,3305535,5,Thrissur,5.136358427,0.761485485,4.374872942,3.75E-05
Thrissur,1987,1,1,,,Thrissur,124,43,3305535,5,Thrissur,5.136358427,0.761485485,4.374872942,3.75E-05
Thrissur,2003,1,1,,,Thrissur,124,43,3305535,5,Thrissur,5.136358427,0.761485485,4.374872942,3.75E-05
Thrissur,2021,3,3.666666667,,,Thrissur,124,43,3305535,5,Thrissur,5.136358427,0.761485485,4.374872942,3.75E-05
Thrissur,2022,1,1,,,Thrissur,124,43,3305535,5,Thrissur,5.136358427,0.761485485,4.374872942,3.75E-05
Tinsukia,1992,1,2,,,Tinsukia,105,45,1408250,13,Tinsukia,6.140689939,1.259207522,4.881482417,7.46E-05
Tinsukia,2022,1,6,,,Tinsukia,105,45,1408250,13,Tinsukia,6.140689939,1.259207522,4.881482417,7.46E-05
"Tinsukia, Dhemaji, Dibrugarh, Lakhimpur, Sivasagar, Jorhat, Sonitpur, Golaghat, Udalguri, Chirang, Baksa, Nagaon, Kokrajhar, Darrang, Barpeta, Nalbari, Marigaon, Kamrup, Bongaigaon, Dhubri, Kamrup Metro, Goalpara, Dima Hasao, Cachar, Karimganj, Hailakandi, Charaideo, Majuli, Biswanath, Hojai, South Salmara Mancachar, Karbi Anglong, West Karbi Anglong",1974,1,93,,,,,,,,,,,,
"Tinsukia, Dhemaji, Dibrugarh, Lakhimpur, Sivasagar, Jorhat, Sonitpur, Golaghat, Udalguri, Chirang, Baksa, Nagaon, Kokrajhar, Darrang, Barpeta, Nalbari, Marigaon, Kamrup, Bongaigaon, Dhubri, Kamrup Metro, Goalpara, Dima Hasao, Cachar, Karimganj, Hailakandi, Charaideo, Majuli, Biswanath, Hojai, South Salmara Mancachar, Karbi Anglong, West Karbi Anglong",1987,1,30,,,,,,,,,,,,
"Tinsukia, Dhemaji, Dibrugarh, Lakhimpur, Sivasagar, Jorhat, Sonitpur, Golaghat, Udalguri, Chirang, Baksa, Nagaon, Kokrajhar, Darrang, Barpeta, Nalbari, Marigaon, Kamrup, Bongaigaon, Dhubri, Kamrup Metro, Goalpara, Dima Hasao, Cachar, Karimganj, Hailakandi, Charaideo, Majuli, Biswanath, Hojai, South Salmara Mancachar, Karbi Anglong, West Karbi Anglong",1997,1,14,,,,,,,,,,,,
"Tinsukia, Dhemaji, Dibrugarh, Lakhimpur, Sivasagar, Jorhat, Sonitpur, Golaghat, Udalguri, Chirang, Baksa, Nagaon, Kokrajhar, Darrang, Barpeta, Nalbari, Marigaon, Kamrup, Bongaigaon, Dhubri, Kamrup Metro, Goalpara, Dima Hasao, Cachar, Karimganj, Hailakandi, Charaideo, Majuli, Biswanath, Hojai, South Salmara Mancachar, Karbi Anglong, West Karbi Anglong",1998,2,21,,,,,,,,,,,,
"Tinsukia, Dhemaji, Dibrugarh, Lakhimpur, Sivasagar, Jorhat, Sonitpur, Golaghat, Udalguri, Chirang, Baksa, Nagaon, Kokrajhar, Darrang, Barpeta, Nalbari, Marigaon, Kamrup, Bongaigaon, Dhubri, Kamrup Metro, Goalpara, Dima Hasao, Cachar, Karimganj, Hailakandi, Charaideo, Majuli, Biswanath, Hojai, South Salmara Mancachar, Karbi Anglong, West Karbi Anglong",2002,1,50,,,,,,,,,,,,
"Tinsukia, Dhemaji, Dibrugarh, Lakhimpur, Sivasagar, Jorhat, Sonitpur, Golaghat, Udalguri, Chirang, Baksa, Nagaon, Kokrajhar, Darrang, Barpeta, Nalbari, Marigaon, Kamrup, Bongaigaon, Dhubri, Kamrup Metro, Goalpara, Dima Hasao, Cachar, Karimganj, Hailakandi, Charaideo, Majuli, Biswanath, Hojai, South Salmara Mancachar, Karbi Anglong, West Karbi Anglong",2003,1,44,,,,,,,,,,,,
"Tinsukia, Dhemaji, Dibrugarh, Lakhimpur, Sivasagar, Jorhat, Sonitpur, Golaghat, Udalguri, Chirang, Baksa, Nagaon, Kokrajhar, Darrang, Barpeta, Nalbari, Marigaon, Kamrup, Bongaigaon, Dhubri, Kamrup Metro, Goalpara, Dima Hasao, Cachar, Karimganj, Hailakandi, Charaideo, Majuli, Biswanath, Hojai, South Salmara Mancachar, Karbi Anglong, West Karbi Anglong",2004,1,19,,,,,,,,,,,,
"Tinsukia, Dhemaji, Dibrugarh, Lakhimpur, Sivasagar, Jorhat, Sonitpur, Golaghat, Udalguri, Chirang, Baksa, Nagaon, Kokrajhar, Darrang, Barpeta, Nalbari, Marigaon, Kamrup, Bongaigaon, Dhubri, Kamrup Metro, Goalpara, Dima Hasao, Cachar, Karimganj, Hailakandi, Charaideo, Majuli, Biswanath, Hojai, South Salmara Mancachar, Karbi Anglong, West Karbi Anglong, Bhadrak, Dhenkanal, Jajapur, Subarnapur, Nuapada, Balangir, Boudh, Cuttack, Kandhamal, Nayagarh, Khordha, Kalahandi, Jagatsinghapur, Puri, Nagpur, Rayagada, Koraput, Malkangiri, Anugul, Kendrapara, Ganjam, Gajapati, Mayurbhanj, Sundargarh, Kendujhar, Baleshwar, Jharsuguda, Bargarh, Deogarh, Sambalpur, South 24 Parganas, Darjeeling, Jalpaiguri, Dakshin Dinajpur, Maldah, Murshidabad, Birbhum, Nadia, Purba Purba Bardhaman, Purulia, Bankura, North 24 Parganas",1971,1,31,,,,,,,,,,,,
Tiruchirappalli,1984,1,1,,,Tiruchirappalli,85,53,3072981,6,Tiruchirappalli,2.799798931,0.030082563,2.769716368,2.77E-05
Tiruchirappalli,1986,1,1,,,Tiruchirappalli,85,53,3072981,6,Tiruchirappalli,2.799798931,0.030082563,2.769716368,2.77E-05
Tirunelveli,1979,1,7,,,Tirunelveli,3,0,1871307,1,Tirunelveli,0.61478851,0.622191008,0.007402498,1.60E-06
Tirunelveli,1984,1,3,,,Tirunelveli,3,0,1871307,1,Tirunelveli,0.61478851,0.622191008,0.007402498,1.60E-06
Tirunelveli,2019,1,1,,,Tirunelveli,3,0,1871307,1,Tirunelveli,0.61478851,0.622191008,0.007402498,1.60E-06
Tiruvannamalai,2021,1,16,,,Tiruvannamalai,48,10,2908761,5,Tiruvannamalai,1.068840485,0.111931507,0.956908978,1.65E-05
Tiruvannamalai,2022,1,1,,,Tiruvannamalai,48,10,2908761,5,Tiruvannamalai,1.068840485,0.111931507,0.956908978,1.65E-05
Tonk,2021,1,1,,,Tonk,137,252,1641156,21,Tonk,0.845948588,0.871896612,0.025948024,8.35E-05
Tonk,2023,1,1,,,Tonk,137,252,1641156,21,Tonk,0.845948588,0.871896612,0.025948024,8.35E-05
Tripura,1981,1,7,,,,,,,,,,,,
Tumakuru,1972,1,7,,,Tumakuru,25,2,2774415,17,Tumakuru,0.340404409,0.284595715,0.055808694,9.01E-06
Tumakuru,2000,1,1,,,Tumakuru,25,2,2774415,17,Tumakuru,0.340404409,0.284595715,0.055808694,9.01E-06
Tumakuru,2014,1,1,,,Tumakuru,25,2,2774415,17,Tumakuru,0.340404409,0.284595715,0.055808694,9.01E-06
Tumakuru,2021,1,4,,,Tumakuru,25,2,2774415,17,Tumakuru,0.340404409,0.284595715,0.055808694,9.01E-06
Tumakuru,2022,1,1,,,Tumakuru,25,2,2774415,17,Tumakuru,0.340404409,0.284595715,0.055808694,9.01E-06
Udaipur,2022,2,1,,,Udaipur,97,6,3607694,14,Udaipur,0.289382661,0.290943084,0.001560423,2.69E-05
Udaipur,2023,1,1,,,Udaipur,97,6,3607694,14,Udaipur,0.289382661,0.290943084,0.001560423,2.69E-05
Udam Singh Nagar,2023,1,1,,,,,,,,,,,,
Udhampur,2022,1,1,,,Udhampur,121,8,695644,5,Udhampur,0.487802833,0.013526323,0.47427651,0.00017394
Udupi,2013,1,1,,,Udupi,58,21,1144919,10,Udupi,0.74927375,0.741689148,0.007584602,5.07E-05
Udupi,2023,1,1,,,Udupi,58,21,1144919,10,Udupi,0.74927375,0.741689148,0.007584602,5.07E-05
"Ujjain,West Madhya Pradesh",2006,1,1,,,,,,,,,,,,
Umaria,2023,1,1,,,Umaria,3,0,849658,7,Umaria,0.907342834,0.911756287,0.004413453,3.53E-06
Una,1985,1,2,,,Una,65,5,573625,6,Una,0.647137511,0.628882095,0.018255416,0.000113314
Una,2023,2,2,,,Una,65,5,573625,6,Una,0.647137511,0.628882095,0.018255416,0.000113314
Unnao,2022,1,1,,,Unnao,97,4,3601532,18,Unnao,3.590127624,0.07773585,3.512391774,2.69E-05
Unnao,2023,1,2,,,Unnao,97,4,3601532,18,Unnao,3.590127624,0.07773585,3.512391774,2.69E-05
Upper Lower Subansiri,2016,1,2,,,,,,,,,,,,
Upper Lower Subansiri,2022,2,5,,,,,,,,,,,,
Upper Lower Subansiri,2023,1,1,,,,,,,,,,,,
"Upper Lower Subansiri, Anjaw, Changlang, Tawang, Papum Pare, Tirap, East Siang, Lohit, Kurung Kumey, Lower Lower Subansiri, East Kameng, West Kameng, West Kameng, West Kameng, Kra Daadi, Namsai, Longding, Upper Siang, Lower Siang, Dibang Valley, Lower Dibang Valley, Siang, Shi Yomi, Pak",2015,1,1,,,,,,,,,,,,
"Upper Lower Subansiri, Anjaw, Changlang, Tawang, Papum Pare, Tirap, East Siang, Lohit, Kurung Kumey, Lower Lower Subansiri, East Kameng, West Kameng, West Kameng, West Kameng, Kra Daadi, Namsai, Longding, Upper Siang, Lower Siang, Dibang Valley, Lower Dibang Valley, Siang, Shi Yomi, Pakke Kessang, West Siang, Leparada, Kamle",1983,1,5,,,,,,,,,,,,
"Upper Lower Subansiri, Anjaw, Changlang, Tawang, Papum Pare, Tirap, East Siang, Lohit, Kurung Kumey, Lower Lower Subansiri, East Kameng, West Kameng, West Kameng, West Kameng, Kra Daadi, Namsai, Longding, Upper Siang, Lower Siang, Dibang Valley, Lower Dibang Valley, Siang, Shi Yomi, Pakke Kessang, West Siang, Leparada, Kamle",1986,1,7,,,,,,,,,,,,
"Upper Lower Subansiri, Anjaw, Changlang, Tawang, Papum Pare, Tirap, East Siang, Lohit, Kurung Kumey, Lower Lower Subansiri, East Kameng, West Kameng, West Kameng, West Kameng, Kra Daadi, Namsai, Longding, Upper Siang, Lower Siang, Dibang Valley, Lower Dibang Valley, Siang, Shi Yomi, Pakke Kessang, West Siang, Leparada, Kamle",1991,1,1,,,,,,,,,,,,
"Upper Lower Subansiri, Anjaw, Changlang, Tawang, Papum Pare, Tirap, East Siang, Lohit, Kurung Kumey, Lower Lower Subansiri, East Kameng, West Kameng, West Kameng, West Kameng, Kra Daadi, Namsai, Longding, Upper Siang, Lower Siang, Dibang Valley, Lower Dibang Valley, Siang, Shi Yomi, Pakke Kessang, West Siang, Leparada, Kamle",1993,1,1,,,,,,,,,,,,
"Upper Lower Subansiri, Anjaw, Changlang, Tawang, Papum Pare, Tirap, East Siang, Lohit, Kurung Kumey, Lower Lower Subansiri, East Kameng, West Kameng, West Kameng, West Kameng, Kra Daadi, Namsai, Longding, Upper Siang, Lower Siang, Dibang Valley, Lower Dibang Valley, Siang, Shi Yomi, Pakke Kessang, West Siang, Leparada, Kamle",1995,2,1,,,,,,,,,,,,
"Upper Lower Subansiri, Anjaw, Changlang, Tawang, Papum Pare, Tirap, East Siang, Lohit, Kurung Kumey, Lower Lower Subansiri, East Kameng, West Kameng, West Kameng, West Kameng, Kra Daadi, Namsai, Longding, Upper Siang, Lower Siang, Dibang Valley, Lower Dibang Valley, Siang, Shi Yomi, Pakke Kessang, West Siang, Leparada, Kamle",1999,1,1,,,,,,,,,,,,
"Uttar Kashi Bastar Kanker, Rajnandgaon",2016,1,1,,,,,,,,,,,,
Uttar Kashi Dinajpur,2003,1,1,,,,,,,,,,,,
Uttar Kashi Kashi,2023,1,1,,,,,,,,,,,,
"Uttar Kashi Kashi, Chamoli, Dehradun, Tehri Garhwal, Rudra Prayag, Pithoragarh, Bageshwar, Haridwar, Garhwal, Almora, Nainital, Champawat, Udam Singh Nagar",2001,1,1,,,,,,,,,,,,
"Uttar Kashi Kashi, Tehri Garhwal, Saharanpur, Moradabad, Bareilly, Meerut, Rampur,Pilibhit",1978,1,7,,,,,,,,,,,,
Uttar Kashia Kannada,1980,1,1,,,,,,,,,,,,
Uttar Kashia Kannada,1981,1,7,,,,,,,,,,,,
Uttar Kashia Kannada,1982,1,14,,,,,,,,,,,,
Uttar Kashia Kannada,1989,1,2,,,,,,,,,,,,
Uttar Kashia Kannada,1991,1,2,,,,,,,,,,,,
Uttar Kashia Kannada,1994,1,1,,,,,,,,,,,,
Uttar Kashia Kannada,1999,1,1,,,,,,,,,,,,
Uttar Kashia Kannada,2000,1,2,,,,,,,,,,,,
Uttar Kashia Kannada,2022,4,1,,,,,,,,,,,,
Uttar Kashia Kannada,2023,1,1,,,,,,,,,,,,
Vadodara,1981,1,1,,,Vadodara,105,3,3437852,13,Vadodara,3.328415211,0.284762754,3.043652457,3.05E-05
Vadodara,2019,1,1,,,Vadodara,105,3,3437852,13,Vadodara,3.328415211,0.284762754,3.043652457,3.05E-05
"Vadodara,Valsad",1976,1,7,,,,,,,,,,,,
Valsad,2001,1,1,,,Valsad,126,2,2077846,17,Valsad,2.551668353,0.812747791,1.738920562,6.06E-05
Valsad,2022,1,1,,,Valsad,126,2,2077846,17,Valsad,2.551668353,0.812747791,1.738920562,6.06E-05
"Valsad, Amreli, Dangs, Banas Kantha, Patan, Mahesana, Gandhinagar, Ahmedabad, Panch Mahals, Dahod, Vadodara, Bharuch, Porbandar, Narmada, Surat, Tapi, Arvalli, Botad, Chota Udaipur, Mahisagar, Gir Somnath, Sabar Kantha, Kachchh, Surendranagar, Rajkot, Kheda, Anand, Bhavnagar, Junagadh, Jamnagar, Devbhumi Dwarka Dwarka, Morbi, Navsari",1990,1,7,,,,,,,,,,,,
"Valsad, Amreli, Dangs, Banas Kantha, Patan, Mahesana, Gandhinagar, Ahmedabad, Panch Mahals, Dahod, Vadodara, Bharuch, Porbandar, Narmada, Surat, Tapi, Arvalli, Botad, Chota Udaipur, Mahisagar, Gir Somnath, Sabar Kantha, Kachchh, Surendranagar, Rajkot, Kheda, Anand, Bhavnagar, Junagadh, Jamnagar, Devbhumi Dwarka Dwarka, Morbi, Navsari",1999,1,31,,,,,,,,,,,,
"Valsad, Amreli, Dangs, Banas Kantha, Patan, Mahesana, Gandhinagar, Ahmedabad, Panch Mahals, Dahod, Vadodara, Bharuch, Porbandar, Narmada, Surat, Tapi, Arvalli, Botad, Chota Udaipur, Mahisagar, Gir Somnath, Sabar Kantha, Kachchh, Surendranagar, Rajkot, Kheda, Anand, Bhavnagar, Junagadh, Jamnagar, Devbhumi Dwarka Dwarka, Morbi, Navsari",2004,1,14,,,,,,,,,,,,
"Valsad, Amreli, Dangs, Banas Kantha, Patan, Mahesana, Gandhinagar, Ahmedabad, Panch Mahals, Dahod, Vadodara, Bharuch, Porbandar, Narmada, Surat, Tapi, Arvalli, Botad, Chota Udaipur, Mahisagar, Gir Somnath, Sabar Kantha, Kachchh, Surendranagar, Rajkot, Kheda, Anand, Bhavnagar, Junagadh, Jamnagar, Devbhumi Dwarka Dwarka, Morbi, Navsari",2005,2,24.5,,,,,,,,,,,,
"Valsad, Amreli, Dangs, Banas Kantha, Patan, Mahesana, Gandhinagar, Ahmedabad, Panch Mahals, Dahod, Vadodara, Bharuch, Porbandar, Narmada, Surat, Tapi, Arvalli, Botad, Chota Udaipur, Mahisagar, Gir Somnath, Sabar Kantha, Kachchh, Surendranagar, Rajkot, Kheda, Anand, Bhavnagar, Junagadh, Jamnagar, Devbhumi Dwarka Dwarka, Morbi, Navsari",2006,1,2,,,,,,,,,,,,
"Valsad, Amreli, Dangs, Banas Kantha, Patan, Mahesana, Gandhinagar, Ahmedabad, Panch Mahals, Dahod, Vadodara, Bharuch, Porbandar, Narmada, Surat, Tapi, Arvalli, Botad, Chota Udaipur, Mahisagar, Gir Somnath, Sabar Kantha, Kachchh, Surendranagar, Rajkot, Kheda, Anand, Bhavnagar, Junagadh, Jamnagar, Devbhumi Dwarka Dwarka, Morbi, Navsari",2011,3,30.66666667,,,,,,,,,,,,
"Valsad, Dangs,Surat",1984,1,7,,,,,,,,,,,,
Varanasi,1994,1,8,,,Varanasi,363,5,4311285,18,Varanasi,4.599652222,0.883647796,3.716004426,8.42E-05
Vellore,1981,1,1,,,Vellore,38,23,1718125,6,Vellore,0.459638695,0.021681234,0.437957461,2.21E-05
Vellore,1983,1,8,,,Vellore,38,23,1718125,6,Vellore,0.459638695,0.021681234,0.437957461,2.21E-05
Vellore,2017,1,1,,,Vellore,38,23,1718125,6,Vellore,0.459638695,0.021681234,0.437957461,2.21E-05
Vellore,2021,1,16,,,Vellore,38,23,1718125,6,Vellore,0.459638695,0.021681234,0.437957461,2.21E-05
Vidisha,1985,1,4,,,Vidisha,35,6,1710603,4,Vidisha,0.912677122,0.277215122,0.635462,2.05E-05
Vidisha,2016,1,1,,,Vidisha,35,6,1710603,4,Vidisha,0.912677122,0.277215122,0.635462,2.05E-05
Vijayapura,2022,1,1,,,Vijayapura,45,1,2612195,8,Vijayapura,0.883343513,0.871904394,0.011439119,1.72E-05
Vikarabad,2022,1,1,,,Vikarabad,10,1,1308948,9,Vikarabad,0.271652781,0.187043402,0.084609379,7.64E-06
Viluppuram,2021,1,16,,,Viluppuram,75,10,2449240,6,Viluppuram,2.829205267,0.250109562,2.579095705,3.06E-05
Virudhunagar,2015,1,1,,,Virudhunagar,26,5,2112777,6,Virudhunagar,1.881503151,0.022872843,1.858630308,1.23E-05
Visakhapatnam,1984,1,1,,,Visakhapatnam,106,115,4885485,10,Visakhapatnam,1.175590784,0.439675977,0.735914807,2.17E-05
Visakhapatnam,2022,1,62,,,Visakhapatnam,106,115,4885485,10,Visakhapatnam,1.175590784,0.439675977,0.735914807,2.17E-05
Warangal,2017,1,1,,,,,,,,,,,,
"Warangal, Warangal, Warangal, Warangal",1983,1,4,,,,,,,,,,,,
"Warangal, Warangal, Warangal, Warangal",1986,1,1,,,,,,,,,,,,
"Warangal, Warangal, Warangal, Warangal",2012,1,1,,,,,,,,,,,,
"Warangal, Warangal, Warangal, Warangal",2021,1,1,,,,,,,,,,,,
"Warangal, Warangal, Warangal, Warangal",2022,6,2.333333333,,,,,,,,,,,,
Wardha,2022,6,2,,,Wardha,134,20,1365264,5,Wardha,1.65012412,1.005544539,0.644579581,9.81E-05
Washim,2014,1,2,,,Washim,62,6,1362768,4,Washim,0.392447344,0.392373985,7.34E-05,4.55E-05
Washim,2020,1,1,,,Washim,62,6,1362768,4,Washim,0.392447344,0.392373985,7.34E-05,4.55E-05
Washim,2021,3,1,,,Washim,62,6,1362768,4,Washim,0.392447344,0.392373985,7.34E-05,4.55E-05
Washim,2022,6,3,,,Washim,62,6,1362768,4,Washim,0.392447344,0.392373985,7.34E-05,4.55E-05
Wayanad,1984,1,3,,,Wayanad,151,95,847406,4,Wayanad,0.815062099,0.354881107,0.460180992,0.000178191
Wayanad,2005,3,1,,,Wayanad,151,95,847406,4,Wayanad,0.815062099,0.354881107,0.460180992,0.000178191
Wayanad,2006,3,1.333333333,,,Wayanad,151,95,847406,4,Wayanad,0.815062099,0.354881107,0.460180992,0.000178191
Wayanad,2007,3,1.333333333,,,Wayanad,151,95,847406,4,Wayanad,0.815062099,0.354881107,0.460180992,0.000178191
Wayanad,2009,1,2,,,Wayanad,151,95,847406,4,Wayanad,0.815062099,0.354881107,0.460180992,0.000178191
Wayanad,2010,1,1,,,Wayanad,151,95,847406,4,Wayanad,0.815062099,0.354881107,0.460180992,0.000178191
Wayanad,2011,1,1,,,Wayanad,151,95,847406,4,Wayanad,0.815062099,0.354881107,0.460180992,0.000178191
Wayanad,2012,2,1,,,Wayanad,151,95,847406,4,Wayanad,0.815062099,0.354881107,0.460180992,0.000178191
Wayanad,2013,8,3.75,,,Wayanad,151,95,847406,4,Wayanad,0.815062099,0.354881107,0.460180992,0.000178191
Wayanad,2014,2,2,,,Wayanad,151,95,847406,4,Wayanad,0.815062099,0.354881107,0.460180992,0.000178191
Wayanad,2016,1,1,,,Wayanad,151,95,847406,4,Wayanad,0.815062099,0.354881107,0.460180992,0.000178191
Wayanad,2019,4,1.75,,,Wayanad,151,95,847406,4,Wayanad,0.815062099,0.354881107,0.460180992,0.000178191
Wayanad,2020,2,1,,,Wayanad,151,95,847406,4,Wayanad,0.815062099,0.354881107,0.460180992,0.000178191
Wayanad,2021,1,1,,,Wayanad,151,95,847406,4,Wayanad,0.815062099,0.354881107,0.460180992,0.000178191
Wayanad,2022,1,1,,,Wayanad,151,95,847406,4,Wayanad,0.815062099,0.354881107,0.460180992,0.000178191
West,2023,1,1,,,West,2,6,3053772,3,West,5.312905892,0,5.312905892,6.55E-07
West Garo Hills,1991,1,1,,,West Garo Hills,28,0,701102,3,West Garo Hills,1.111942423,0.032280391,1.079662032,3.99E-05
West Garo Hills,1997,1,1,,,West Garo Hills,28,0,701102,3,West Garo Hills,1.111942423,0.032280391,1.079662032,3.99E-05
West Garo Hills,2002,1,1,,,West Garo Hills,28,0,701102,3,West Garo Hills,1.111942423,0.032280391,1.079662032,3.99E-05
West Garo Hills,2023,1,10,,,West Garo Hills,28,0,701102,3,West Garo Hills,1.111942423,0.032280391,1.079662032,3.99E-05
West Godavari,1983,1,4,,,West Godavari,232,0,4167944,8,West Godavari,5.603589524,2.064339191,3.539250333,5.57E-05
West Godavari,1995,1,1,,,West Godavari,232,0,4167944,8,West Godavari,5.603589524,2.064339191,3.539250333,5.57E-05
